315	7.36737 6.47078 1.12135	-0.843146 -0.360448 -0.944335  0.108137 -0.365138  0.172273 -0.559957  0.791802 -0.721849  0.909408
319	  7.0199 -1.16236  2.73021	-0.964424  0.242944  0.598827 -0.235542 -0.715353  0.159202  0.696964  -0.32369 -0.978992  0.365484
398	 5.52834 -2.07477 0.611701	-0.831256  0.884638 -0.658704  0.416883  -0.97504  0.587585  0.682639  0.882647  0.299235 -0.713947
448	 7.09833 0.094532   1.0913	 0.851063 -0.435679 -0.809644  -0.65209  -0.29962   0.71618 -0.402194  -0.71381  0.632019 -0.394802
463	 7.12275 -4.30506  4.10958	  0.555612 -0.0635031  -0.323061   0.546593   -0.80524   0.271691   0.951359  -0.810283  -0.756589  0.0700127
469	 5.89135 -1.53667  3.04403	-0.0936731   -0.83534   0.944794   0.955683  -0.127341  -0.466801   -0.79611   0.778958   0.193467   -0.89758
532	 7.00021 -4.63313  2.00015	-0.849612  0.374344  0.802779   0.84319  0.718721  0.747208  0.211618 -0.477605  0.935741 -0.463259
534	-8.16093  15.0926  1.87157	 0.282838  0.387939 -0.257415 -0.963266 -0.129583 -0.107027  0.411077 -0.326804 -0.263838  0.129798
557	-9.61609  18.3744 0.724373	   0.755728    0.199961     0.50926   -0.314099   -0.709067   -0.204749   -0.964807    0.602088    -0.17431 -0.00431347
573	  6.04197 -0.199224   2.97123	 0.893951 -0.240427  0.252159 -0.459052 -0.280533 0.0532347  -0.67123 -0.990219 -0.309295  0.608814
639	 6.17509 -7.48361 0.812603	 -0.779996   0.813062  -0.357626  -0.359384   0.784124   0.647352 -0.0206546  -0.820658  0.0840378  -0.670606
663	-9.21271  16.8228 0.792468	 0.941584 -0.536698  0.905238 -0.124844  -0.23937  0.197449  0.344587  -0.82061  -0.39905 -0.548589
664	6.84326 -5.9143 1.23245	-0.460469 -0.897424  0.301542  0.897874 -0.258667 -0.357734 -0.390877  0.389051 -0.177514  0.350839
815	 6.50972 -2.41341   3.7137	 0.101442 -0.220784  0.970955 -0.306813  0.708938  0.611461 -0.380323 -0.615484  0.794105  0.882025
821	6.08532 -6.0089 1.32207	 0.397959  0.311063 -0.637894 -0.933105  0.925535 -0.174256  0.488085 -0.817715 -0.415788  0.428571
867	  6.5011 0.743613  1.06871	  0.998324   0.105745  0.0862737   0.594672  -0.449394 -0.0394911    -0.7548  -0.387831   0.649842 -0.0564423
909	-8.39005  14.9581  2.05194	-0.308187 -0.691931 -0.222562 -0.426025  0.071906  0.035627 -0.357226  0.176206 -0.405154 -0.163971
910	6.60551 5.95241  2.0946	  -0.931117     0.63372    0.456095 -0.00985324    0.642471    0.472266   0.0661508    0.592692     0.77206    0.363984
963	 7.33534 0.904933  1.72034	-0.0250311   -0.80992  -0.385503   0.413624  -0.890219    0.26532   0.938122  -0.916241  -0.188038   0.485644
971	  7.10944 -0.459912   1.51613	   0.683682 -0.00590533    0.276129   -0.692478    0.992478  -0.0830001    0.349253    0.969964    0.785632   -0.163421
304	5.06248 7.87834 3.82025	 0.510067 -0.563739 -0.407935 -0.382448  0.990447  -0.20944  0.699701   0.53523 -0.538621  -0.42421
327	 8.19974 -6.48249  1.21802	-0.335786 -0.976615 -0.252671  0.866443  0.314528  0.542723 -0.427168  0.693954 -0.337934  0.783143
882	 7.65786 -3.05734  1.69436	-0.460616  0.960591 -0.609741  0.583099  0.471618  -0.21904 -0.934873 -0.799917  -0.56627  0.618537
903	 7.67133 -7.92383  1.85322	  0.803224   0.547991   0.978295   0.786134 -0.0112064  -0.710838   0.217488  0.0670888   -0.89949 0.00686336
42	 8.54658 0.998953  2.78873	 0.0300982  -0.774704   -0.02038  0.0206981  -0.903001   0.628703  -0.230683   0.275313 -0.0957552  -0.712036
53	6.76615 8.54066 1.47003	 0.778687  0.293424 -0.317035 -0.899664  0.533402   0.60666  0.397426  0.363843  0.808374 -0.374121
158	 6.2934 7.16748 3.32628	 0.488299  0.432182  0.321931 -0.322143 -0.115444 -0.402603 -0.770812  0.189775  0.966994 -0.605677
286	 8.52408 -4.11461  2.79156	-0.760072 -0.486215 -0.436706 -0.224026  0.050745   0.34627  0.881768 -0.887554 -0.954168  0.720592
353	8.33479 3.13268 2.29185	  -0.53821  -0.241297   0.966817  -0.299916  -0.308494   0.319435 -0.0608006  -0.557971  -0.426072   0.118989
709	 8.75043 -3.65611  1.16507	 0.937153 -0.879094 -0.981195 -0.979103  0.494458  0.812171  0.773809  0.502087  0.177656 -0.485632
928	8.31511 2.88991 1.76394	-0.160221  0.886654 -0.824488 -0.898695 -0.269928 -0.576077 -0.690181 -0.360302 -0.457166  0.310668
89	 7.32883  9.58016 0.299617	 0.576463 -0.646687 -0.349646 -0.331968  0.275812 -0.635994 -0.512945 -0.950849 -0.723773 -0.164673
430	-8.85675  18.7334  2.62668	-0.018653  0.522761 -0.786063 -0.801091   0.24213 -0.268059  0.268841 -0.165368 -0.123296  0.986404
581	  8.57146   7.42212 0.0183506	-0.682051 -0.490977 -0.294158  0.970024 -0.958249 -0.130992 -0.135839 -0.769444  0.882317 -0.136955
629	 9.05568 -4.35346  2.78634	-0.427359  0.775921  0.652124 -0.909509  0.958261 -0.279309  0.999391 -0.668829  0.181551 -0.796148
885	 9.14502 -5.32073  3.80129	  0.860286  -0.660656  -0.115345 -0.0372115   0.551696   0.655959   0.709564   0.829646   0.619264 -0.0252347
84	 9.50127 -5.72422  3.07246	-0.429702  0.105475   0.35051  0.915419  0.248119  0.275612 -0.134254 -0.982863  0.992083 -0.272545
446	 9.65868 -9.70012  3.53169	   0.525824   -0.750104     0.58581    0.915839   -0.992607    0.170148    0.987469    0.471293    0.532874 -0.00330192
731	  9.5336 -9.80049 0.622218	-0.315732  0.371601  0.340217 -0.853689 -0.642385   0.94112  0.753138  0.795748  0.562694 -0.821316
886	9.04069 4.33536 2.76503	-0.362087 -0.842118 -0.468483 0.0544382  0.335238  0.985881  0.903623  0.868435 -0.725138 -0.841041
905	7.16661 6.46611 3.71448	 -0.96694  0.123211  0.476778 -0.382044  0.674013  0.280002 -0.834053  0.652308 0.0661361   0.15474
35	 10.1802 -9.29024  1.23898	 0.104633  0.839182  0.371973  0.619571  0.395696 -0.376099  0.291778  -0.98799 0.0659196  0.687819
160	-6.83775  18.2899   3.7385	-0.00144476    0.348258     0.14547   -0.666326    0.566827   -0.366232    0.765857   -0.111242    0.311625   -0.349588
259	 9.71259 -3.39894  1.56086	 0.193008  0.666363 0.0927851  0.475111 -0.423348 0.0427716  -0.72605  0.435016 -0.882414 -0.588014
290	9.54471 -1.0248 2.34118	-0.672914  0.829044 -0.769119  -0.49239 -0.674706  0.514999 -0.895023 -0.781311  0.580249 -0.971832
681	 9.76349 -1.65509  1.56245	-0.274985  0.572889  0.186375  0.444509 -0.758508  0.172914 -0.800205  0.427282 -0.126281 -0.855589
804	9.23236 5.38092 1.38202	-0.795487 -0.720086 -0.686969 -0.575654  0.538002  0.703765 -0.111635  0.464928  -0.56808  0.136501
59	   10.12 -6.03439  1.16458	 -0.912169  -0.952274  -0.989848 -0.0254917  -0.414229   0.416525   0.640292  0.0148191 -0.0650582  -0.843484
267	-7.84354  19.3057   3.2053	-0.172969 -0.931947  0.599833 0.0400231 -0.112678 -0.119083  0.868957  0.994903 -0.471001 -0.800306
325	 9.6359 4.41973 1.23142	-0.204606 -0.293611 -0.620574  0.119343  0.210311 -0.342854  -0.26259 -0.476689 -0.585566 -0.981845
343	9.38848 8.74685 0.63104	-0.0194843  -0.958109  -0.362872  -0.836531  -0.210987 -0.0851599   0.281379  -0.904037   0.576295  -0.434178
603	7.48466 8.87372 2.97957	  0.99532  0.590263  0.711488  0.269044 -0.808145  0.399902 -0.867165  0.794583 -0.559657  0.663432
697	 10.0254 -4.07105  1.78663	 0.171102 -0.768509 -0.490057  0.945664  0.498485 -0.759256 -0.273491 -0.145119 -0.192172 -0.816709
837	9.75418 3.01355 4.17595	-0.096301  -0.22972 -0.509116 -0.342164  -0.79133  0.175313 -0.456338 -0.375722 -0.831941 -0.453364
54	 10.7848 -7.86199   2.5508	-0.621873  0.182221 -0.893121 -0.797092  -0.68545 -0.511703 -0.727659  0.178237 -0.883895  0.779106
316	 10.3265 -2.70778  2.89861	 -0.603834  -0.738571  -0.941274  -0.496732  -0.467398 -0.0419701  -0.382965  -0.167471  -0.291014  -0.686677
588	  10.4518 -0.422193  0.397465	-0.248526 0.0802202 -0.411392 -0.617169  0.572425  0.607324 -0.572037   0.31277 -0.173838  0.117428
771	 10.2525  -1.1993 0.673686	 0.212909 -0.414764  0.782519  0.959326 -0.637233  0.865461  0.673005 -0.238837  -0.42424 -0.635409
939	10.0472 3.06282 1.46005	-0.426205 -0.741321  0.567446  0.887447  0.205347 -0.923181 -0.730775  0.682368  0.137528  0.783253
106	 8.01294   11.506 0.225844	-0.209368  0.978966 0.0665052 -0.121585  0.435557  0.159531 -0.183166   -0.9717  0.497884 -0.109531
115	10.7092 2.76571 3.35013	 -0.713552  -0.760832   0.452289   0.493271 -0.0586519  -0.576791   0.926184  -0.470895  -0.468363   0.451542
396	10.2415 5.38696 3.64079	 0.246289 -0.734244  0.857687  0.711649 -0.396586 -0.335372 -0.788246 -0.406796  0.361242  0.623127
627	6.74916 11.0744  3.5039	0.0685669  0.908901  -0.62709 -0.539141 -0.795539  0.340603 -0.816152 0.0334333  0.288366  0.618877
846	 10.3502  6.51931 0.365533	  0.462907   0.292218   0.401816  -0.864825  -0.924028 -0.0529982  -0.704459  -0.271302  -0.372097   0.223167
45	  11.374  -6.4794 0.308566	 -0.561728 -0.0448976   0.899641 -0.0676628   0.768636   0.934554  -0.632469  -0.083922   0.560448   0.532895
120	10.9808  4.7768 2.83427	-0.976509  0.160097  0.687787 -0.546377  0.630587  0.577181 -0.664703  0.282376 -0.906305  0.312197
170	10.5466  7.3163 0.14645	 0.130379 -0.347084  0.229718  0.134605  0.786518 -0.196228 -0.872535  0.736948  0.437662  0.714286
571	11.4821 -6.8871 3.97035	 0.801076  0.787821  0.290315   0.63747  0.280045 -0.695697  0.927979 -0.375611  0.535947 -0.284564
646	  11.1654 -0.965508  0.748461	-0.336279  0.631708  0.785692  0.782272  0.374045 -0.721866 -0.334157  0.814903  0.278231  0.493775
678	 4.1097 14.0041 3.44475	-0.797586 -0.908234 -0.373983 -0.405675 0.0238745 -0.960727 -0.913834 -0.135361  0.266446 -0.333111
935	 11.3158 -8.77465 0.549585	 -0.719019  -0.916792   0.246538   0.963125  -0.633256   0.512292   0.306858   0.825865  -0.760669 -0.0481229
3	11.4962 1.34881 2.26994	-0.199543  0.783059 -0.433371 -0.295083  0.615449  0.838053 -0.860489  0.898654 0.0519907 -0.827888
206	  11.709 -3.45562  4.09332	 0.707552 0.0465425  0.643557  0.921335 -0.760497 -0.668131   0.71857  -0.23866   -0.9401  0.714319
920	11.0584 6.30711  1.5101	  -0.9033  0.696812   -0.3423 -0.349221 -0.425908 -0.177421  0.820038 -0.845958  0.999984  -0.53974
134	 9.6177 9.06944 3.28885	-0.320536  0.102604  0.432494  0.855246  0.693223 -0.335636  0.925274  0.769087  0.588494 -0.809611
174	11.9193 -5.9016 2.24861	 0.686459   0.12783  0.879583  0.152096 0.0269817 -0.478074 0.0907115 -0.573812 -0.495895 -0.935992
509	 12.0728 -8.44333  1.54701	 0.305684 -0.907316 -0.316612  0.692226  0.810072  0.842731 -0.436599  -0.33115 -0.318227  0.931486
533	 11.8568 -1.43498  3.13725	 -0.689763  -0.197455   0.600062  -0.265944  -0.730354   -0.73325   0.596232  -0.258049   0.675264 -0.0269231
898	  11.489  2.61266 0.285014	 0.813511 -0.610904  0.266864 0.0363978 0.0707968 -0.301128  0.532009 -0.522292 -0.116626  0.448443
947	4.03279 14.9857 3.09677	 -0.33514 -0.939474  0.823421 -0.569482 -0.531915  0.907633  0.627697 -0.748802 -0.860526  0.724962
140	11.0551 8.20034 2.65006	-0.484123 -0.101959  0.631811  0.100988  0.821452 -0.758332  0.377152 -0.607818 -0.358456  0.887305
892	  12.1272 -0.100754   3.92832	  0.314044  -0.894541  -0.715906   0.712615   -0.72064   0.685969  -0.680273   0.160772   0.851594 -0.0349736
373	 12.7803 -7.54682 0.128162	 -0.435928   0.828931 -0.0142737  -0.339049    0.42988   0.542055 -0.0487353   0.727505  -0.320059  -0.841002
717	10.0103 10.1975   2.923	 0.973209  0.656893 -0.909723 -0.257887 -0.357633 -0.704345 -0.648674   0.72541 -0.382137  0.659432
897	4.34555 15.7989 2.75897	 0.236569  0.858017  0.978294  0.576099  0.139594  -0.83104 -0.119346 -0.209869 -0.884639  0.261229
911	12.3466 7.80319 2.39199	-0.982471 -0.385862 -0.778247  0.712827 -0.926006 -0.086434 -0.979104 -0.148568  0.487541 0.0928016
49	12.4741 6.02709 3.94992	 -0.689327  -0.414222   0.764408  -0.267944   0.798863   0.495275 -0.0483887  -0.454026   0.893281  -0.755348
157	 9.08975  13.5366 0.133715	0.00991201   0.131362   0.639576   0.485604   -0.73967  -0.962024   0.252202   0.606869  -0.722665   0.500674
403	 13.0544 -3.53792 0.883887	 0.190165  0.666708 -0.509278  -0.55267 -0.599717  0.492793  0.990549  0.681135 -0.994149 -0.586974
866	12.5617 6.84108 3.09881	-0.537161 -0.104235  0.767242 -0.609602  0.661625  -0.24364 -0.144066  0.391348 -0.441663  0.917017
926	 12.5509  5.67905 0.663396	 -0.751589  -0.791486   0.909627  -0.881089 0.00084877  -0.543338  -0.396211  -0.730343  0.0485721   0.563291
75	13.0411 6.51057 1.59255	-0.649174 -0.910541  0.919433  0.550115 -0.774071   0.72253 -0.585487  0.988392 0.0722291  0.335817
276	  13.1754   4.63555 0.0175122	  0.531855  -0.683572  0.0752114 -0.0770754   0.254499 -0.0478764   0.292591  -0.635768  -0.449296    0.73695
768	 13.3575 -2.32981  1.97242	0.0649189 -0.179069  0.213072  0.375913 -0.723676  0.258259 -0.208918   0.43046  0.730665  0.656339
868	8.92882 14.0357 1.96716	  0.664433  -0.385111    -0.8638 -0.0188704  -0.655458  -0.400961   0.876895  -0.888216 -0.0105632   0.538519
82	12.8065 7.44091 3.64482	  0.925102 -0.0496722  -0.230982  -0.283529   0.861709   0.833702  -0.793513   0.801793   0.751209  -0.616456
161	10.2135 11.5865 3.59295	   0.453149    0.935137 -0.00940692   -0.434331   -0.399451   -0.794634   -0.422087   -0.299585   0.0521224    0.621582
224	 14.0238 -7.01385  2.27006	 0.935452 -0.559892 -0.752325  0.441175  0.377085 -0.415874   0.38997  0.463914  0.125731 -0.119687
456	13.6324 3.13305 2.72886	 0.199062 -0.585708  0.540179 -0.504498 -0.350252  0.643875 -0.537669 -0.699898 -0.801634 -0.915805
217	 14.2952 -4.79222  3.88749	-0.380078  0.307574 -0.981295  0.219472  0.211274 -0.992276  0.662646 0.0984751 0.0529006 -0.754404
340	 13.914 4.70981 3.95707	 0.427898 -0.388001 -0.687436 -0.101055  0.798478 -0.135643 -0.687554 -0.449847  0.534066  -0.36603
449	9.56108 13.2684  3.9577	-0.0107875  -0.383813   0.818915  -0.508941 -0.0715201  -0.545878    0.53333 -0.0153535  -0.329715  -0.215624
518	14.3669 -6.6394 3.05526	-0.950739 -0.958014  0.271929  0.861333   0.39595 -0.565019 -0.727786  0.599732 -0.391106  0.123207
628	8.70088 14.9479 1.40756	 -0.68746  -0.15134  0.168139 -0.370447  -0.20573  0.875944   0.60202 -0.388255   0.49264  0.831591
668	13.5457 6.55238 3.33598	-0.566585  0.812114 -0.780023 -0.429643 -0.499277 -0.173557   0.15871 -0.497373 -0.879109 -0.548088
817	13.5731 6.38257 2.04109	 -0.274231   0.523743   0.819922   0.592757   0.627347 -0.0786369  -0.628028   0.598301    0.61455   -0.91909
0	14.4094 -4.1357 2.36964	   0.59688   0.823295  -0.604897  -0.329554   0.536459  -0.444451    0.10794 -0.0452059   0.257742  -0.270431
180	6.60522 16.5253  3.4955	-0.149279  -0.52725  -0.69325 -0.701603  0.118669 -0.999189 -0.124666 -0.152447 -0.161619 -0.242068
190	 6.34041  16.8128 0.466915	  0.380134   0.690649 -0.0789292   0.792111   0.488414   0.516982  0.0600868  -0.869873   0.368619   -0.49211
324	6.04303 16.7265 2.47088	0.0841597  0.359045  -0.71088 -0.429574  0.614228 0.0257161  0.422177 0.0942372  0.284679  0.363596
521	12.0284 11.7169 2.52403	-0.820211 -0.330187    0.6289  0.169044 -0.231841 0.0135528 -0.390455 -0.668401 -0.830113 -0.681391
630	14.1958 7.87335 1.01029	-0.0398604 -0.0157242  -0.345779  -0.342176   0.656443 -0.0332394   0.506484  -0.175418   0.596314  -0.699246
778	14.2819 2.77393 0.77823	-0.130899 -0.639431 -0.791487  0.728055 -0.534387 -0.883705 -0.385223   0.30321  -0.41933 -0.709572
809	 14.018 4.06191 3.01136	 -0.25091 -0.909769 -0.957132 -0.276385 -0.538913  -0.19373  0.834641  0.788711 -0.242036 -0.217299
822	 3.18651  18.6046 0.814783	   0.74008  -0.224017   0.870749  -0.312672   0.283843  -0.832931   0.715486 0.00146544  -0.302383    0.20907
951	14.1024 7.69293 1.37287	   0.17166  -0.836515  -0.121397   0.386527   0.220197 0.00337672  -0.998224      0.479  -0.172198  -0.665477
61	10.8194 11.8917 4.21755	 0.157225  0.472924  0.487454  0.845144 -0.807192  0.575285   0.89287 -0.797039 -0.450207 -0.521358
130	10.1744 14.8308  3.4525	 0.785443  0.260849   0.01511  0.994105  0.497101 -0.288984   0.96396 -0.910018 -0.472767 -0.530971
185	  14.9235 -0.892674   3.83848	0.0807773 -0.583649 -0.526938  0.331644 -0.266434   0.87263 -0.659558  0.891217 -0.216417 -0.144001
239	5.75251 17.3416  2.2086	-0.433357 -0.898067 -0.796529  0.180707  0.604524  0.159357  0.224304  0.264031  0.183293 -0.571254
244	14.5126 7.16854 2.15618	0.0431653 -0.895202  0.513693  0.624011 -0.858383  0.717789 -0.366397  0.305536  0.155797  0.253145
310	9.40555 14.8815 3.92577	 0.589489  0.178854 -0.651341 -0.814686  0.653497 -0.212735 -0.855611 -0.342811  0.796955 -0.619376
357	 14.1567  11.5269 0.246424	 0.367889 -0.232975  0.484243  0.430981  0.551726 -0.108414  0.324477  0.729628  0.439443  -0.23825
390	 14.6219  7.20396 0.377998	 0.321336 0.0155724  0.254602  -0.56322  0.335345   0.86228  0.298069  0.159584 -0.579669   0.43009
442	 14.9576 -4.37267 0.258252	-0.192771  0.606247 -0.693634 -0.378346  0.571451 -0.571722 -0.311828 -0.331648  -0.65471  0.143678
512	14.4673 2.91312 3.65568	-0.634193 0.0610135  0.746433  -0.34739  0.580688 -0.910602 -0.255151  0.208403 0.0479094 -0.447927
704	9.24121 15.3903 2.43492	-0.381805  0.123618  0.381841  -0.17697 -0.510319   0.82752  0.555061 -0.942775 -0.503485  0.669169
994	 14.7741 -6.05553    3.576	 -0.345534 -0.0621218  -0.969415  -0.540039  -0.308712   0.448221  -0.232275    0.48345   -0.18034  -0.289997
15	   10.4 14.2776 3.64727	   0.746543    0.662075    0.958868    0.487622    0.806733    0.967191    0.333761 -0.00548297   -0.672064    0.660024
79	14.9562 7.89166 2.43611	-0.227403 -0.719324 -0.146891  -0.79322  0.200811  0.935388 -0.781533  0.738179 -0.681351  0.605207
99	 15.4489 -6.91896  4.06654	-0.507049 -0.610105 -0.744515 -0.797753  0.169996 -0.879082 -0.834846 -0.715421  0.538149  0.979083
401	14.8612 5.59197 1.13058	0.00207019   0.543219   0.280851  -0.486941  -0.577524   0.189369   0.647174   0.824618  -0.911852  -0.581235
487	10.2408 15.2829 3.43981	-0.831057  0.991676 -0.717482 -0.914122 0.0256946  0.635679  -0.34344 -0.901112  0.335089   -0.1979
605	15.0009  5.4968 1.07519	  0.921483   0.479119  -0.389221   0.336127   0.177424  -0.393901 -0.0736098  -0.111088   0.875143   0.118245
87	 15.2651   2.1183 0.326154	 0.713652  0.819024 -0.226661  0.912222 -0.651729 -0.624614 -0.505664 -0.279671   0.83479   0.25576
418	 15.4155    1.746 0.494343	 -0.920895 -0.0143145   0.299817  -0.641617   0.896507   0.764454   0.970399  -0.759259  -0.629835    0.61629
440	7.64865 17.4582 4.15262	-0.878088 -0.933482 0.0969003  0.917011 -0.544494  0.419336  0.728103  -0.19381  0.399848  -0.55173
542	1.13561 21.0519 2.45792	 -0.699816   0.202288  0.0652163  -0.421103 -0.0936326  0.0222374  -0.859195  -0.386759   0.515837  -0.179949
569	6.81719 17.9342  2.1195	0.0139885 -0.709491  0.344344  0.231644 -0.212543  0.428689  0.428264 -0.548952  0.947083 -0.390259
632	 15.4499 0.158636 0.117424	-0.0882902   0.201696  -0.299839  -0.722891  -0.561019   0.660301   0.261384  0.0932024  -0.681875  -0.082173
803	14.7228 9.71462 2.66374	-0.759037  0.987209  0.750335 -0.560071 -0.569532  0.217455 0.0943798  0.791583  -0.27677  0.679391
823	15.2837 7.43017 3.36263	0.0508676 -0.749369 0.0661669  0.733403  0.568444 -0.535874 0.0444659   0.93055 -0.468979 -0.029999
50	15.4664   5.362 1.85647	 0.849079 -0.631868 -0.435432 -0.665669 -0.594046   0.25225 -0.647522 -0.746662 -0.544896  0.893849
232	 15.3806  12.4034 0.106037	  -0.11467  -0.350817   0.404875  -0.315297  -0.899491 -0.0523909    0.82812   0.731313  -0.953354 -0.0413691
517	9.73444  16.536 3.14148	 -0.392342 -0.0411466  -0.824722   -0.50493   0.354429   0.129903 -0.0654435  -0.783899   0.693593  -0.470964
549	 14.0957  14.2009 0.229167	 0.758305 -0.410291  0.886595  0.913585 -0.145246  0.286242 0.0399528  0.480044  0.392593  0.750649
582	15.9146 -1.3802 2.55353	-0.0264319  -0.806796  -0.525327   0.974384   0.165895  0.0992548  -0.452846   0.214262   0.022279   0.736593
853	 6.1264 18.7827 3.47362	-0.416059  0.864155 -0.617977 0.0149214  0.121378 -0.710813 -0.332326 -0.405625 -0.789046 -0.729104
71	13.2054 11.7191 4.02976	 0.180814  0.235164  0.527528  0.548865 -0.431421 -0.846493  0.760017 -0.654556 -0.642027 -0.280428
177	  16.469 -4.07871  2.28295	 -0.717587  -0.140497  -0.501465   0.421614   0.126526   0.118498 -0.0175725  -0.599664   0.530116  -0.298198
191	8.49695 17.4805 1.17913	 -0.886262  -0.850989  -0.887078   0.743702 -0.0206882   -0.94269  -0.300574  0.0238575  -0.795043    0.60902
214	6.94652 18.6261 2.70996	  -0.71555  -0.534099  -0.691213  -0.146918   0.189664 -0.0762202   0.764484  -0.784523 -0.0549859  -0.447619
348	 16.1906 -1.41933  1.53255	   0.85717  0.0853071   -0.75142   0.230527   0.343604  -0.290332   0.169706  -0.685386 -0.0704218  -0.999179
408	 2.0713 21.1841 3.69803	-0.387869  0.735636 -0.330823 -0.898037  0.166202  0.488817 -0.995179  0.467272  0.961482 -0.854677
439	6.36297 18.9194 2.00801	  0.21007 -0.440443 -0.771311  0.248677  0.368363  0.701957 -0.356199  0.255983  0.100825 -0.172142
564	15.9487 3.59965 1.80687	-0.631889  -0.14868   0.24385 -0.468834 -0.120378  0.500721 -0.465912 -0.957167 -0.767775  0.978964
619	  16.3518 -0.967197   2.84944	 0.024256  0.927912   0.36761 -0.955498 -0.945418 -0.592501 -0.776592  0.316644   0.55347 -0.315855
640	6.52282 18.6642 1.07477	 0.021228  0.748425  0.899615  0.417868  0.161471 -0.369325  0.544621 -0.254505 -0.171559 -0.225329
711	2.52886 20.8073 1.57469	 0.111423  0.221559 -0.955967  0.916003  0.943512  0.981186 -0.963091  0.962317 -0.997917  0.531366
839	 16.5251 -4.71411  1.21147	 0.0018822  -0.219462  -0.828347  -0.864169  -0.211725  0.0753521 -0.0938888    0.27916   0.733188   0.114781
907	6.53916 18.9202 1.01838	-0.741811 -0.931201   -0.8957  0.559219 -0.806746  -0.86264 -0.317569  0.670032 -0.244683 -0.643557
311	3.14751 21.2389 3.72374	 -0.463615   0.470062 -0.0750427   0.217714  -0.168603   0.360674   0.196063  -0.136165   0.144309  -0.993336
372	 16.6912 -4.59416 0.883304	-0.202965  0.887581 -0.019486 -0.533325  0.958634  0.614818 -0.650272 -0.993072 -0.402612   0.23255
411	10.5492 16.7636 0.58098	 0.464326  0.927597  0.861715  0.970264  0.403908  -0.56554  0.858937 -0.298863 -0.827988 -0.041285
586	14.4162 13.5308 2.17327	 0.0187167  -0.954867   0.740344   0.218838  -0.310535    -0.1292  -0.717996  0.0859464 -0.0741768   0.739363
754	 16.7576 -3.54394  2.57268	0.0396359  0.446079 -0.307351 -0.980977  0.211523 -0.496387  0.825841  0.690852  0.306763 -0.330148
264	6.23779 19.8858 3.02537	 0.958104 -0.143936 -0.353787 -0.113578  0.220091  0.707998 -0.773275  0.904615 -0.851084  -0.82487
341	16.6124 4.02366  1.0717	  -0.722288     0.11791     0.30695   -0.338545    0.284443   -0.383251   -0.817473   -0.673885    0.819384 -0.00643522
447	 15.694 10.7705 2.93538	 -0.364793  0.0422708  -0.943833  -0.783837   0.251046  -0.854671 -0.0592022   0.547509  -0.692115   0.615301
737	 16.9263 0.288005  1.69099	-0.355171  0.119763  0.030104   0.57974 -0.776874  0.113401 -0.858381 0.0912749  0.510062 -0.160752
162	 17.1408 0.803183  2.94241	-0.594425  0.268688 0.0260472 -0.746842  0.114005 -0.975397  0.601416 -0.740525 -0.641723  0.168242
222	 16.7939  10.8553 0.271442	  -0.663549    0.948795   -0.913171   -0.458395    0.490343   -0.710418 -0.00764436    0.520445    0.393025   -0.477797
516	 11.298 17.4012 1.52181	  0.163052  -0.589119  -0.796219  -0.826087  -0.149007   0.619725  -0.619639 -0.0248603  -0.834804  -0.548754
579	14.8111 13.9734 2.27988	-0.836834 -0.105862 -0.811195  0.013309  0.998884  0.521594 0.0422509  0.531147  0.221418  0.268636
749	 17.259  3.9761 1.50551	-0.633416  0.235294  0.650902 -0.701771   0.53871 0.0101142  0.731754  0.141226 -0.270936  -0.17257
20	17.8133 7.97067 1.30365	-0.485469 0.0648819 -0.824713 -0.479006  0.754768   0.37225  -0.81252 -0.777449 -0.276798  0.153381
407	  17.369  3.63668 0.895418	 -0.708016   0.952959  -0.912045   0.661734  -0.800893 -0.0453834   0.704121  -0.939105  -0.362943  -0.465606
427	 18.0787 0.968025  3.47298	  0.722535   0.901922   0.258614  -0.405867 -0.0975846   0.818708   0.221926  -0.723734  -0.657121   0.658118
445	15.7221 12.4537 3.38349	-0.910837 -0.275366 -0.703537 -0.837445 -0.325497  0.783999 -0.315782  0.125994 -0.480445  0.572218
740	 19.1005 -1.10075  1.82648	 0.413492  0.772475 -0.960793  0.620993 -0.112076  0.291664  0.679273 -0.457586  0.701523 -0.918115
213	20.8052 1.38165 3.63721	  0.502878  -0.197387   -0.74945 -0.0440083 -0.0777877  -0.902722  -0.417655   0.746825    0.39853   0.143279
255	20.0373 2.92288 1.42391	 -0.972883  -0.813268  -0.941921  -0.919315 -0.0175198    0.89152   0.181266   -0.31532  -0.139197   0.380191
550	 20.7235 0.898286  1.57111	  0.251305 -0.0969144  -0.686248   0.530083  -0.365836  -0.516823  -0.865022   0.192085 -0.0143605  -0.770673
556	19.9698 5.10349 1.57395	 0.988399  0.996381 -0.299242  0.544166   0.93998 -0.216248  0.466553 -0.652842   0.91528  0.235605
730	 18.128 10.8354 1.89607	 0.766776  0.396829  0.840847   0.82631  0.536854 -0.223963  -0.33946 -0.491219 -0.120748  0.987415
739	 20.2351  3.79798 0.975046	  0.996431   0.160294  -0.432962 0.00158036   0.759925   0.211867  -0.878657  -0.209971  -0.208392  -0.655531
765	18.6655 7.46222 2.96225	-0.977869 -0.175112  0.562752 -0.557891 -0.397598 -0.297596   0.55069 -0.193119  0.434501  0.946034
889	19.2312 1.73296 0.47123	 -0.814609   0.220625   0.827527  -0.290175  -0.974819   0.424222 -0.0445509  -0.743708   0.741724   0.122347
