491	0.718677  2.69146  1.73691	-0.818872  0.828541 -0.317489  0.568303 -0.477678  -0.14722  0.545934 -0.295492 -0.263617  0.721796
720	-4.82599  -4.4615  3.02884	 0.356614 -0.573021  0.445456  0.346258 -0.773101 -0.989985 -0.607182 -0.888886  0.521174 -0.774538
894	 -5.0909 -4.76736  1.75656	  -0.247127   -0.567394 -0.00685626    0.735985    -0.63099   -0.692812    0.841444   -0.346896   -0.980197   -0.879196
962	-3.54698 -3.17135   1.8194	 -0.204616  -0.266026   0.881517  -0.779395  -0.809792 -0.0563513    -0.4894  -0.502774 -0.0686135  -0.138268
984	2.53034 15.9522 3.59868	-0.428851  -0.79993 -0.943686 -0.541451  0.495974   0.58049 0.0557716  0.479026 -0.539958 -0.647828
92	-1.82393 -1.56094  1.65799	 0.173073  0.751864 0.0296977  0.943636  0.307519  0.289024  0.969959  0.597412 -0.220667 0.0310637
156	2.26262 4.07881 1.89642	 0.275465  0.551331  -0.69478  0.369597 -0.834865   0.96063  0.145526 -0.728911 -0.935632 -0.100276
245	 -1.00099 -0.232672   2.02514	-0.616979  -0.39542  0.435901 -0.694166  -0.49356  0.395233  0.879839 -0.653823  0.198238  0.781436
435	 1.25874  19.8215 0.889461	-0.774835  0.314731 -0.046711 -0.359641  0.538494  0.994349 0.0419562 -0.863106   0.19074 -0.984009
438	2.50421 16.9309 2.59739	-0.677564  0.811091 -0.649315  0.980512 -0.279833  0.695432  0.848172  0.918068  0.369954  0.993716
458	4.12971 12.8535 1.79384	-0.789868  0.198694 -0.779928  0.349745   0.55264  0.419134  0.764037 0.0928183  0.914636 -0.586214
691	  -1.6277 -0.950706   1.93613	 0.577675   0.98504  0.223746 -0.241459  -0.91154 0.0926845  0.297577 -0.406828 -0.930789 0.0247947
876	-0.371628  0.392833   3.97242	  0.43138 -0.660551  0.898652 -0.217473 0.0395367 -0.977929 -0.961671  0.341561   0.88618  0.300928
880	-0.110122   1.05432    2.1361	-0.609299 -0.517972 -0.271535   0.65277   0.55341 -0.236703 -0.331228  0.593814  0.807924  0.644273
968	3.13669  8.0549 3.36853	 0.0707698  -0.385812  0.0864311  -0.069716    0.93266   -0.20925  -0.724557 -0.0435116  -0.647863  -0.970503
7	3.75742 6.71927 2.98823	  -0.12088    0.84794  -0.203127   0.629534   0.368437   0.821944 -0.0350187   -0.56835   0.900505   0.840256
77	 5.83618  9.26437 0.336808	0.0822792 -0.988314 -0.462632 -0.616739  0.386741 -0.111805  -0.52728  0.306173  -0.56169 -0.301352
176	1.83483 3.08468 1.29187	    -0.736   0.835434  -0.133772 -0.0382378   0.376799  -0.447313  -0.910408   0.256382   0.704783   0.116574
216	-1.23038 -1.43511   2.0407	  -0.670692   -0.928305    0.853177   -0.802067   -0.557659   -0.862373   -0.336166   -0.248872 -0.00929081    0.853498
262	-0.929303  -1.40256   2.67021	0.0617849  0.340304 -0.315476 -0.559083  0.948404  0.971187 -0.935924 -0.355861  0.405282 -0.384058
591	3.47219 5.10837 1.83659	 0.988993 -0.644176  0.621343 0.0971595 -0.440802 -0.269265  0.944689  0.218569  0.014178 -0.536388
908	-0.757787   -1.4799   4.12199	 -0.98383 -0.923996  0.950221 -0.700206 -0.702167    0.9922  0.590282 -0.801692 -0.567363  0.251796
929	2.13509 3.18265 2.43058	-0.855068 -0.290085 -0.258897  0.212723  0.231102  0.707033  0.083084 -0.194724 0.0889554  0.197064
36	 4.98871  6.09798 0.158668	-0.198582 -0.275691  0.437734  0.603793  0.355625 -0.694248 -0.934215 -0.872879  0.371444 -0.624767
78	0.942279 -2.77821  1.30921	-0.899067  -0.81136   0.61871  0.758025  0.973287 0.0425216  -0.43144 -0.639727 -0.281507 -0.122019
109	0.796804 0.102523 0.521491	 -0.476233   0.886163  -0.826808  -0.415585    0.49846 -0.0518749   0.721174   0.609281  0.0167388   0.270492
123	 1.69331 -2.37871  3.85605	 0.158988 -0.817372 -0.236476  0.356703  0.852729  0.688964  0.244428 -0.225978  0.367666 -0.607144
132	4.36011 3.81581 1.72173	 0.231871 -0.929972 -0.924136  -0.07587 -0.734885  0.861307 -0.815021  0.280225  0.855412   0.68208
159	3.28058 2.49995  1.4053	 0.214773 -0.987756 -0.900134 -0.153244 0.0436689  0.109778  0.978118 -0.316755 -0.404618 -0.761552
165	2.62913 1.26733 1.94111	  0.475223  -0.779634   0.428466   0.599356  -0.722633   0.633335  -0.626099   0.820523   0.379017 -0.0113657
200	 1.35837 -1.93539  2.77577	 -0.451329  -0.732726   0.657442   0.338354   0.232325   0.559229 -0.0807291   0.892786   0.990505 -0.0951923
364	 1.43926 -3.21151  1.22807	  0.103495   0.783474   0.664873  -0.621319   0.914055  -0.508061  -0.570094  -0.885257   0.098447 -0.0132022
425	  2.08091  -2.43763 0.0271916	-0.439906 -0.372207   0.37385 -0.475829 -0.563808 -0.651901 -0.125317 -0.938749  0.893639   0.85237
454	3.93485 6.33372 3.20562	-0.896303  0.966829  0.650354 -0.445509  0.621863  0.735537  0.789661 -0.593126  0.431804  0.356717
568	0.610061 -3.39764  1.16486	-0.966459 -0.636573  0.978231 -0.647857  0.393729  0.538728 -0.966727 -0.821981 -0.738099  0.140824
617	 1.15613 0.650133  3.60487	0.0398898 -0.821094  0.262062  0.145971 -0.539264 -0.937461 -0.201109  0.309587 -0.812372 -0.618913
658	 4.78571  4.98329 0.718687	  0.372091  0.0743567 -0.0935449  -0.313566   0.182262   0.992905   0.618629   0.611527  -0.794545    0.53586
661	 2.08554 -1.12637  2.91209	 0.292211 -0.530569   0.41876  0.403501  0.106824  0.133905 -0.912969 -0.746562  0.226235  0.414595
752	 1.96221 -0.19533  3.17133	 0.810964  0.806817  -0.52067  -0.19685 -0.155989 0.0863359  0.329478 -0.641484 -0.660876  -0.46709
776	 0.87335 -2.59917  3.67944	 0.907782 -0.113279 -0.162403 -0.535625  0.675651 -0.854089  0.385558 -0.426602  0.803272 -0.777114
794	 1.95155 -2.13523  1.28443	 -0.41409  0.438827 -0.325616 -0.642949 0.0342573  0.656161  0.470606  -0.49384  0.146997  0.493546
841	 1.55674 -2.14351  2.84972	 0.154986   0.91094 -0.908109  0.919285 -0.378032 0.0937729 -0.300177 -0.206379  0.229604  0.488099
843	 3.21691 0.538321  3.48666	-0.425756 -0.181035 -0.101826  0.457224  0.129919 -0.946841  0.368164  0.221809  0.972445  0.990132
878	 4.59306  5.60574 0.304126	 -0.965168  0.0160025  -0.959596  0.0446268 -0.0244993   0.471784   0.384076  -0.125848  -0.745689  -0.576388
927	3.52069 1.58821 2.00458	  -0.03407   0.870361   0.574175   0.381922   -0.88602   0.373035 -0.0171531  -0.378772   0.737805   0.922747
942	 2.18921 -1.78783 0.794467	-0.770661 -0.313814  0.627311 -0.489216  0.230006 -0.211193  -0.69711 -0.953315  0.978288  0.431521
979	 3.9818 4.19758 3.56144	0.0400809  0.470501   -0.1505  0.457585  0.206553  0.357194 -0.551792 -0.154997  0.624475 -0.290177
14	3.59023 -1.6583 1.56059	 -0.80072 0.0616159  0.514588  -0.39141  0.984457  0.153942  0.755228  0.495619   0.25782 -0.929158
44	5.96937 4.22427 2.33868	 -0.560424   0.260486   0.847025   0.475877 -0.0742955  -0.122876   0.701173   0.905324   0.897822   0.798172
110	4.19933 2.05754 2.71788	 0.852588  0.948997 -0.608924 -0.319949 0.0753195 -0.711507 -0.573756  0.585132  0.723517  0.226092
113	5.25152 4.47248 1.25601	-0.0290799  -0.567086   0.587757  -0.891572   0.525357  -0.347806  -0.904516   0.643684  -0.287676 -0.0396132
148	  4.875  4.6313 3.80183	 -0.109843   -0.26309  -0.199704   0.541194 -0.0732437  -0.203421   -0.98106   0.243388   0.928497  -0.641563
169	5.52961 2.84875 1.73736	 -0.580536    0.47454   0.725557  -0.258271 -0.0866607   0.488779   0.339743   0.469085  -0.695875  -0.527021
184	 3.24301 -3.88904   1.2152	-0.245246  0.495884  -0.38984 0.0324059 -0.598306 -0.282545 0.0978761 -0.371891 -0.404303  0.351501
301	 3.23123 -1.36625  1.17985	 0.120047 -0.502016 -0.993436  0.433097  -0.95481 -0.670471 -0.602135  0.494314 -0.733372 0.0666969
344	-7.44621  16.5339 0.464443	 -0.467904  -0.247613   0.108737  -0.685334   0.862874   0.784842  -0.350078  -0.368495   0.676061 -0.0805489
367	4.63717 2.55703 3.89114	 -0.685628  -0.898822   0.895947   -0.43948  -0.480146   0.686717  -0.338598 -0.0455099  -0.557105  -0.786587
519	  4.77818 0.0156908   3.75342	 0.384653  0.440501   0.56344  0.156334  0.709064 -0.828902 -0.884813  0.884342 -0.333832  0.469616
655	 5.36121  4.41706 0.766138	  -0.1118  0.694693  0.456766   -0.5967 -0.577949 -0.451614 -0.955974 -0.687135 -0.853858  0.842232
667	5.11318 1.21899 2.20731	-0.940505 -0.600729 -0.238767 -0.580786  0.748244  -0.73098 -0.496437  0.723859  0.554307  0.406393
777	  4.85257 -0.804236   1.71301	 -0.618019   0.647359  -0.295216   -0.46367   0.597632  -0.260034  -0.304197   0.560956 -0.0307597  0.0843846
797	 3.06916 -3.00312  2.01438	 -0.721768  -0.669218    0.72027  0.0638728   -0.20832  -0.557752 -0.0664786   0.539931  -0.103922  -0.309206
989	 5.95493  3.59173 0.104447	 -0.684991   0.304373   0.477344  -0.594265 -0.0762612  -0.562557  -0.151368   0.511633   0.531866   -0.49773
6	 6.15854 -5.51838  1.55902	-0.668052 -0.119791   0.76015  0.658402 -0.339326 -0.542064  0.786745  -0.29928   0.37334  0.912936
17	 6.47715 0.676299  3.94059	 -0.439916  0.0922137   0.438537  -0.773439 -0.0570331    0.18508   0.888636 -0.0981649  -0.327298   0.695369
38	 6.73094 -7.10746  3.15517	  -0.62747  -0.685722 0.00692201   0.657915   0.351308    0.80834  -0.617777  -0.210957   0.412133   0.737848
57	 6.29079 -2.01275   1.9236	 0.406373 -0.334216 -0.570952  0.518417 -0.483777  0.367148 -0.967645  0.690246  0.704822  0.201525
64	7.17977  1.4253 1.57942	  0.886444   0.536411  -0.755827   -0.92347  0.0298719    -0.2014  -0.576869 -0.0947003  -0.679676  -0.383506
119	 5.55693 -4.62213  1.08976	 -0.39555 -0.433723  0.819057 -0.364152  0.784636  0.457805  0.913222 -0.491135 -0.781326  0.395482
179	 6.4551 1.14969 1.28832	0.00629616  -0.839189  0.0844932   0.801791   0.703573   0.366906  -0.338707  -0.797893   -0.21148   0.787819
193	-9.27465  15.4942  1.86426	  0.991824  -0.773453   0.990597   0.807324   0.500465  -0.895665   0.956335   0.613386   0.848036 -0.0643535
198	  7.1168 -3.93481 0.170769	 0.901787  0.580917  -0.33954 -0.568724  0.985537 -0.796094  0.896412 -0.939148 -0.705186  0.321051
202	7.02374 1.05466 3.35595	-0.551324 -0.194272  0.248272  0.341975  0.134538  0.796943  0.609249  -0.20802  0.135297 -0.158426
208	-7.75239  12.7451  1.98968	-0.931239 -0.288167 -0.892933 -0.112806 -0.270413  0.814619  0.933737 -0.626856  0.735955  -0.82676
280	   7.506 0.895699 0.372442	 -0.241978   0.143178   0.553871  -0.138676  -0.320796  -0.377717   0.822066   0.838351 -0.0976505   0.778525
296	 5.40002 -1.74563  3.49848	-0.00636399   -0.584575    -0.36393    0.304101   -0.193619    0.603205   -0.665466    0.968772   0.0340513   -0.348282
313	  6.8668 -0.73404  4.14421	  0.116608   0.331907    0.15694   0.105878   0.469364   0.693325   -0.42406  -0.605678 -0.0889612   0.407338
