 3.28876 0.397207  1.60297	 3.27707 0.492073  1.56579
-3.13073  5.96595 0.888431	-3.61703  5.94649 0.928326
  3.5183 0.316381 0.171394	 3.50208 0.417907  0.17377
  2.47202 -0.998851   1.69002	  2.51949 -0.814459   1.63229
  3.19653 -0.487171   1.99062	  3.20384 -0.342481   1.93357
  3.4996  3.01432 0.527974	  3.4374  3.01907 0.523189
 3.2659 -0.7038 1.31052	  3.27528 -0.542323   1.27383
 2.52826 -1.17059 0.287179	  2.57936 -0.968026  0.285402
  3.31508 -0.078975  0.517411	  3.31187 0.0441058  0.509168
 3.28669 -2.28948  1.99365	 3.32326 -2.00861  1.91741
  2.71417 -0.891737   1.46664	  2.74873 -0.716965   1.42025
 3.22288 -2.46104 0.964956	 3.26609 -2.16168 0.933211
-3.30831  7.01326 0.840593	-3.80765  7.04176 0.873219
-3.89491  8.45994 0.334522	-4.48658  8.57295 0.337971
  2.80226 -0.223019   1.42597	    2.819 -0.092952   1.38629
 2.78527 -3.94144 0.384559	 2.88111 -3.49163 0.379136
-3.73358    7.775 0.363037	-4.29838  7.84902 0.369742
 3.13295 -3.12019 0.590303	 3.19286 -2.75944 0.575025
 3.00626 -1.33012  1.79279	 3.03724 -1.12603   1.7327
  2.7576 -3.17465 0.635626	 2.83923 -2.80357 0.616839
 3.03312 0.241959 0.506957	 3.03322 0.346948 0.498628
 -3.4054  6.95298 0.919712	-3.91455    6.979 0.957374
 3.13566  2.77277 0.987878	 3.08193  2.77722 0.977278
 3.43662 0.321133 0.818773	 3.42245 0.422215  0.80266
  3.31545 -0.354025  0.722628	  3.31705 -0.214581  0.707381
2.43439 3.69564 1.78829	  2.362  3.6758 1.78242
 3.79536 -3.40211 0.583205	 3.82576 -3.02454 0.568292
 3.55841 -1.65382 0.812304	 3.57293 -1.42646 0.790538
 3.52323 -4.15104 0.898397	 3.57921 -3.69702 0.864657
 4.01821 0.363014  1.33044	 3.98758 0.466082  1.30114
 3.23583  3.99574 0.689535	 3.15688  3.98482 0.685872
3.00153 3.35119 1.56286	2.93631 3.34413 1.55194
 3.97146 -2.18868  1.34835	 3.97708 -1.91975  1.30246
3.93201 1.40514 1.08755	3.88877 1.46162 1.06931
 4.08471 -1.95421 0.556093	 4.08269 -1.70583 0.543587
  3.9209  1.28746 0.836799	 3.87958  1.34835 0.823002
  3.5064  4.47951 0.142429	 3.41941  4.46982 0.139792
-3.61532  8.64642  1.17914	-4.1323 8.74045 1.22553
   4.07335    3.45932 0.00924873	   3.99919    3.46294 0.00856184
4.22821 -2.3013 1.34516	 4.22511 -2.03119  1.30002
 4.26556 -2.79193  1.84255	 4.26679 -2.48249  1.77357
 4.43645 -2.98989  1.48811	 4.43301 -2.67075  1.43352
 4.49061 -5.03154  1.72788	 4.50645 -4.52579  1.64778
 4.42822 -5.07232 0.294884	 4.44809 -4.57262 0.290308
4.27505  1.9818 1.30923	4.21812 2.02275 1.29008
3.40463 3.01031 1.75109	3.34373 3.01689 1.73307
 4.74815  -4.7911 0.598636	 4.74978 -4.33455 0.578071
-2.7878 8.47583 1.69063	-3.19029  8.53352  1.74427
 4.55172 -1.80627 0.748604	 4.53161 -1.58584 0.728251
   4.4841 -0.630453   1.12061	  4.45328 -0.478141   1.09233
  4.5857    -0.94 0.747032	  4.55535 -0.772216  0.728993
 4.37186  2.48413 0.652394	 4.30754  2.51058 0.644809
 4.73494 -3.12081 0.560231	 4.72169 -2.81547 0.543358
-3.21885  8.92923  1.44806	-3.65956  9.00747   1.4955
 4.55727  2.02229 0.582285	 4.49582  2.06211 0.574544
  4.4645   4.0792 0.296302	 4.38039  4.08102 0.294425
 3.5739 4.14644 1.39661	3.49212 4.14021 1.39018
 4.69923 -2.13747 0.859085	 4.67755 -1.89943 0.833588
4.60625 1.33949 1.98452	4.55101 1.40603 1.94837
 5.04957 -4.04134  1.23748	 5.03187 -3.66817  1.19013
 4.85127 -1.45908  1.39254	 4.81804 -1.26337  1.35241
  4.92144 -0.328533  0.188298	   4.8765 -0.196983  0.185445
  4.82244 -0.711023   0.32094	  4.78351 -0.559558  0.314322
4.74527 1.36599 0.69263	 4.68773  1.42902 0.681216
 3.83491  5.37609 0.107308	  3.7386  5.36836 0.105372
 5.0587 1.22121 1.59023	4.99659  1.2904 1.56307
4.84886 2.48139 1.71935	4.77838  2.5134 1.69868
3.24706  5.1785 1.63532	3.14896 5.16699 1.63482
 4.90462  3.02086 0.172467	  4.8291  3.04172 0.170547
 5.34027 -3.32862  0.14697	 5.30677  -3.0231 0.143968
5.19543 2.18711 1.33994	5.12331 2.22871 1.32239
  5.00054   3.39837 0.0693624	  4.92073   3.41357 0.0683292
 5.39175 -3.53002  1.91979	 5.35721 -3.21332  1.85245
  5.26066 -0.594591  0.356881	  5.20944 -0.450477   0.34921
 2.0515 6.54284 1.59679	1.91746  6.5339 1.60722
 5.30353 -4.48665 0.264503	 5.27962 -4.09399  0.25642
 5.42715 0.534899  1.07966	 5.36379 0.629315  1.05909
 5.51283 -1.81566  1.96449	 5.46307 -1.61229  1.90982
 5.23769  2.91714 0.712082	 5.15952  2.94271 0.704568
4.57277 4.22869 1.54313	4.48733 4.23153 1.53448
 5.60566 -3.02237  1.08273	 5.56119 -2.75351  1.04913
 5.67171 -4.28978 0.747561	 5.63281 -3.93941 0.721789
  5.58998 -0.819219   1.49912	  5.53203 -0.669519   1.46375
 5.42776  1.14766 0.135163	 5.36043  1.21899 0.132979
2.02091 6.99652   1.435	1.88158 6.99188 1.44486
5.24343 3.81462 1.24525	5.15798 3.82604 1.23644
  5.72321 -0.168881   1.87281	   5.65819 -0.0470088    1.83284
  6.01511  -3.81134 0.0624222	  5.96291  -3.52112 0.0597966
4.76202 4.75793 1.36868	4.67051 4.75785 1.36379
2.16766 7.37213 1.27844	 2.0275  7.3713 1.28725
5.84892 3.62342 1.12459	5.76056 3.64074 1.11603
5.90463 2.78018 1.86273	5.82004 2.81206 1.84292
4.34453 6.31983 0.06285	  4.24101   6.31578 0.0623874
 6.15639 -1.84221 0.424226	  6.0908 -1.65069 0.412395
5.94777 3.16697 1.45931	5.86092 3.19184 1.44581
 5.93912  2.61526 0.313165	 5.85588  2.64968 0.309521
 6.17234  3.00981 0.750108	 6.08459  3.03764 0.743037
    6.2312    2.11655 0.00856721	   6.14725    2.16281 0.00817067
 6.30418 -1.25103 0.943204	 6.23221 -1.08702 0.920273
 4.27213  6.55256 0.917154	 4.16592  6.54864 0.917818
6.06453  3.4512 1.71471	5.97513 3.47171 1.70056
4.86155 5.40813 1.68038	4.76532 5.40592 1.67636
6.61528 -3.5474 1.09253	 6.54309 -3.27245  1.05914
 6.4453 1.39613 1.29211	6.36047 1.46179  1.2732
 6.74908 -2.44807  1.86205	 6.66972 -2.23591  1.81379
6.58145 2.15115 1.86855	6.49186 2.19746 1.84625
4.56338 6.19488 1.84702	4.46092 6.19064 1.84655
 6.78082 -3.36061  1.46845	 6.70317 -3.09775  1.42549
 4.16935  6.97684 0.655666	 4.05957  6.97425 0.656726
6.41059 3.02895 1.57108	6.32002 3.05715 1.55647
 6.42278  2.94831 0.961408	 6.33281  2.97792 0.952312
 6.80375 -2.11234   1.1324	   6.723 -1.92959   1.1056
3.20605 7.70948 1.62369	 3.0818 7.71021  1.6309
 3.08599  7.84101 0.217485	 2.95825  7.84435 0.217849
2.94858 7.80172 1.14706	 2.8195 7.80409 1.15284
5.70895 5.46606 1.18111	5.61209 5.46676 1.17764
 6.71774  3.65399 0.474571	 6.62334  3.67347 0.471371
 6.75147  1.22618 0.368636	 6.66351  1.29423 0.363099
 6.6293 1.84302 1.42277	6.54038 1.89517 1.40501
 1.64804  8.66424 0.377956	 1.48673  8.68035 0.380154
  6.6737   3.5688 0.645226	6.57976 3.58929 0.64054
5.14564  5.5501 1.97208	5.04801 5.54831 1.96778
4.85245 6.92259 1.60983	4.74707 6.91961 1.61083
  7.05244 -0.533106   1.82375	  6.96286 -0.416495   1.79092
  2.816 8.08651 1.02497	2.68395 8.09107 1.03047
6.86623 3.32011 1.01422	6.77115 3.34463 1.00601
4.49569 6.94659 1.82958	4.38835 6.94327 1.83165
  6.7041  5.37462 0.114342	  6.6051  5.37811 0.114974
 6.91706  3.33629 0.177531	 6.82214  3.36115 0.176363
 7.06404 -2.21612 0.124803	 6.97877 -2.04016 0.120493
6.84034 1.29528 1.72887	6.75001 1.35918 1.70563
 4.4207 7.18291 1.13406	4.31167 7.18066 1.13606
 6.97602 -3.03899  1.71037	 6.89316 -2.82533  1.66846
4.95606 6.66477 1.70151	4.85233  6.6615 1.70171
7.07569 3.66197 1.14475	6.97812 3.68201 1.13662
 7.29746 -3.44748  1.94379	   7.208 -3.22818  1.89733
 7.02836  2.57165 0.532848	 6.93379  2.60905 0.527495
4.88405 7.13333 1.60354	4.77805 7.13055 1.60491
 7.09407  2.52623 0.506778	 6.99897  2.56464 0.501652
 7.21568 0.915688 0.155001	 7.12224 0.988336 0.152174
 7.28657 0.738157 0.234633	 7.19241 0.814632 0.230646
3.68768 8.14425 1.93041	3.56863 8.14548 1.93749
0.70582 9.79576 1.13601	0.529842  9.82219  1.14679
 3.30421  8.36394 0.984447	  3.1807  8.36757 0.988896
   7.30159 -0.0215638  0.0567741	  7.20846 0.0740148 0.0547865
6.96792 4.52229 1.24925	6.86922 4.53255 1.24282
7.22955 3.44416 1.58081	7.13092  3.4667  1.5689
 7.31358  2.46389 0.874665	 7.21616  2.50175 0.866174
  7.27782   5.78462 0.0480969	  7.17613   5.78706 0.0494737
4.65093 7.71681 1.46287	 4.5418 7.71521 1.46572
6.67746 6.62672 0.10569	 6.57663  6.62572 0.106923
   7.5215 -0.754326   1.21162	 7.42528 -0.64396   1.1914
2.98761 8.75702 1.61216	 2.8584 8.76345 1.62069
6.25994 5.46602 1.88619	6.16125 5.46778 1.88017
 7.78308 -2.04506  1.08552	7.68395  -1.903 1.06516
 4.07841    8.155 0.547834	 3.96442  8.15588 0.550147
3.36351 8.68624 1.25871	3.24104 8.69038 1.26439
  7.65192 -0.770271  0.727575	  7.55405 -0.662217  0.715042
1.12847 9.86205 1.71078	0.966407  9.88387  1.72539
 3.09502  8.82119 0.931956	 2.96877  8.82723 0.936878
 7.53988  1.62676 0.852839	 7.44119  1.67949 0.843032
  7.72875 -0.552731   1.35053	  7.62926 -0.451265   1.32946
  3.1684  8.70259 0.498551	 3.04335  8.70816 0.501456
  1.3349  9.68937 0.728875	 1.17989  9.70807 0.734704
 7.80937   -2.357 0.577944	 7.71012 -2.19946 0.565236
 3.17582  8.82162 0.472325	 3.05098   8.8276 0.475146
1.61631  9.8927 1.72508	1.46853 9.90944 1.73739
 7.88797 -2.28983  0.42179	 7.78762  -2.1435 0.412123
 5.02844  7.82274 0.269444	 4.92194   7.8214 0.271068
6.82757 6.31356 1.01559	6.72617 6.31307 1.01398
 7.92002 -1.78139   1.2215	 7.8186 -1.6535 1.20034
3.03735 9.27053 1.40403	2.91037 9.27812 1.41155
 7.85278  1.82953 0.505756	 7.75085  1.87732 0.500023
7.42423 5.01847 1.37541	7.32235  5.0252 1.36956
  8.00033 0.0514925  0.800736	 7.89731 0.134375 0.788966
 8.10193 0.302402  1.39035	 7.99739 0.374741  1.37284
 7.93943  5.05723 0.126047	 7.83553  5.06476 0.126647
 5.37705  8.12072 0.707928	 5.27131  8.11888 0.710031
7.01217 6.52074 1.06546	6.91042 6.51957 1.06372
 8.15754  1.80926 0.709834	 8.05254  1.85513 0.702426
 8.41829  3.69513 0.612521	 8.31116  3.71888 0.608244
8.20917 1.64807 0.42221	 8.10386  1.69677 0.417775
 8.54744 0.322779  1.65466	 8.43498 0.451652  1.62039
7.43873 5.80956 1.58245	7.33546 5.81053 1.57864
   9.0343 -0.667731  0.871488	  8.91173 -0.513577  0.852181
 9.83501 0.561575  1.72045	 9.70709 0.644637  1.69701
 9.48075  1.24828 0.678394	 9.34881  1.36373 0.664354
 9.81419 0.256965 0.751863	 9.66897 0.419114 0.733033
 9.44497  2.30119 0.747304	 9.31732  2.38114 0.734358
 8.56493  5.05101 0.886501	8.45799 5.05548 0.88465
 9.57994  1.64619 0.465991	  9.4411  1.77202 0.454927
8.82059  3.4497 1.39545	8.70877 3.48165  1.3821
 9.10529  0.61666 0.226977	 8.97271 0.808548 0.219862
9.77013 2.47345 0.38705	 9.63804  2.54633 0.381085
8.50014 5.45002 1.09173	8.39402 5.44945 1.09205
 8.67352  5.91746 0.140556	 8.57094  5.90953 0.143398
 9.39153  3.51147 0.599824	 9.27285  3.54662 0.594037
8.79299  5.7653 0.88616	 8.69099   5.7558 0.894728
9.90597 4.72323 1.58788	9.81962 4.69538 1.60942
 9.38658   4.9229 0.148075	 9.28512  4.91406 0.150174
9.31003 4.81708 1.78335	9.21425 4.79424  1.8037
9.77848 4.72017 1.63203	9.69104 4.69155 1.65468
 8.32795  5.96349 0.889723	 8.22237  5.95824 0.895278
 9.61697  6.58076 0.181848	 9.51575  6.57948 0.183996
9.89249 6.62691  1.1536	9.79051 6.62567 1.15776
   9.358  7.35138 0.271414	 9.25083  7.35044 0.272848
9.80576 7.71141 1.19086	9.70102 7.71152 1.19381
9.91241 8.19371 1.54412	9.80698 8.19405 1.54713
9.01918 6.14134 1.40813	 8.9142  6.1396 1.41026
 9.02399  7.59587 0.541986	8.91732 7.59478 0.54376
9.17274 8.37861 1.05949	9.06541  8.3775 1.06133
9.37877 8.43674 1.34482	9.27168 8.43596 1.34691
9.51615 9.22812 1.80372	9.40736 9.22605 1.80485
9.06715 8.87413 1.20885	8.95941 8.87281 1.21079
 8.99701    8.874 0.591807	 8.88942  8.87305 0.593869
 9.02387  8.75512 0.978687	 8.91639  8.75407 0.980749
8.48194 9.98824 1.75666	8.37335 9.98558 1.75848
8.85771 8.05495 1.50682	8.75085  8.0537 1.50893
8.42809 8.57355 1.64138	8.32081 8.57197 1.64358
 8.5365 8.21687 1.70064	8.42953 8.21537 1.70284
  7.74488   7.75892 0.0669072	  7.63794   7.75752 0.0689227
8.73133 6.26759 1.29526	8.62604 6.26581 1.29748
8.00415 8.38386 1.22267	7.89694 8.38221 1.22498
8.17719 9.01875 1.88135	8.06961 9.01684  1.8836
7.83214 9.58188 1.27216	7.72398 9.57939 1.27431
8.27252 8.09406 1.83343	8.16577 8.09252 1.83591
7.97654 8.38624 1.57845	7.86936  8.3845 1.58078
 7.69351   9.6421 0.149466	 7.58503  9.63934 0.151817
7.05355 8.57068 1.18221	6.94611 8.56852 1.18453
7.09828 9.89644 1.59984	6.99016 9.89316 1.60195
 6.71069  7.97756 0.113047	 6.60342  7.97574 0.115201
 6.7837 8.85792 1.37043	 6.6762 8.85569 1.37284
7.10354 8.96717  1.9954	6.99617 8.96501 1.99799
 6.52132  8.89672 0.177463	6.41361 8.89423  0.1798
 6.30394  7.73473 0.941228	6.19675 7.73256  0.9434
6.47318 7.90019 1.53202	6.36607 7.89806 1.53445
  6.07797   8.45437 0.0712194	  5.97047   8.45197 0.0734517
6.31433 9.82549 1.54594	6.20674 9.82322 1.54874
6.76196 7.15993 1.77728	6.65549 7.15789 1.78008
 6.05304  9.78098 0.650217	 5.94481  9.77623 0.652387
 5.04467  9.50373 0.541465	 4.93711  9.49121 0.542215
 4.9257 9.08642 1.49868	4.81846 9.07745 1.49731
 4.49121  9.66228 0.272349	 4.38447  9.65828 0.274815
 4.27493   9.8291 0.881606	 4.16791    9.827 0.884272
3.14402   9.906 1.74341	3.03607 9.90571 1.74696
6.01936 7.40689 1.98641	5.91182 7.40447 1.98809
-3.19884   9.9098 0.516526	-3.30423  9.90799 0.518686
  9.86221 -0.523182  0.108069	  9.75421 -0.523721  0.108671
  9.83794 -0.934827   1.56955	  9.72944 -0.935193   1.56991
  9.06221 -0.424277    1.4398	 8.95348 -0.42461     1.44
  8.71866 -0.911081   0.51421	  8.61121 -0.911585  0.514753
 8.48208 -1.45409  1.13657	  8.3755 -1.45489  1.13736
 9.81645 -2.62235  0.21954	 9.70811 -2.62258 0.220244
 8.35329 -1.31899 0.688301	 8.24612 -1.31956  0.68891
