 8.86681 -1.77072  1.35308	 8.76088 -1.77184  1.35414
 8.69677 -1.81871  1.52648	 8.59166 -1.82019  1.52785
 9.38141 -4.31368 0.552474	  9.2743 -4.31473 0.553371
 8.32755 -2.08935  1.48445	 8.22022 -2.08993  1.48519
 8.22293 -2.71043 0.446117	 8.11506  -2.7107 0.446759
 9.06145 -3.13941  1.42677	 8.95432 -3.14027  1.42766
 8.51763 -2.90885  1.18623	  8.4103 -2.90951  1.18701
   9.14815    -3.7616 0.00323284	   9.04134   -3.76274 0.00402499
 8.09563 -4.84829  1.04645	 7.98521 -4.84585  1.04657
  7.31853  -4.06339 0.0833206	  7.20907  -4.06172 0.0839141
 7.15955 -3.85935  1.00518	 7.04983 -3.85743  1.00522
  8.28043  -4.34533 0.0717061	  8.16932  -4.34258 0.0724056
8.35634 -3.6231 1.02646	 8.24542 -3.62106  1.02648
 8.16659 -4.28709 0.745649	 8.05529 -4.28413 0.745789
 6.88226  -5.2913 0.331306	 6.77264 -5.28857 0.331738
 8.12328 -5.88023  1.59553	 8.01278 -5.87729   1.5954
 6.70696 -4.52538  1.91901	  6.5981 -4.52405  1.91892
  6.9541 -4.70511  1.19076	 6.84389 -4.70205  1.19053
 7.24695 -5.32306 0.933352	 7.13736 -5.32077  0.93356
7.17364 -5.3464 1.32468	7.06448 -5.3447 1.32484
  8.1743 -8.36944   1.9434	 8.06467 -8.36705  1.94361
 7.33218 -6.93691  1.48841	 7.22157 -6.93249  1.48812
 7.64786 -6.86636   1.7285	 7.53618 -6.86064  1.72772
   7.992 -6.59148  1.46626	 7.88093 -6.58723  1.46602
 8.05849 -7.68151 0.816329	 7.94681 -7.67573 0.816484
 6.98742  -5.7278 0.900174	 6.87748 -5.72458 0.900266
 7.45857 -4.57862 0.671719	 7.34676 -4.57427 0.671698
   6.7983  -3.99192 0.0963844	  6.68922  -3.99036 0.0969197
 6.78646 -6.01543  1.25795	 6.67709 -6.01288  1.25799
 7.77897 -8.46011 0.598828	 7.66416 -8.44796 0.598712
 7.18483 -7.17898 0.179422	  7.0753  -7.1759 0.180012
 6.89683 -7.21222  1.46216	 6.78785 -7.21005  1.46229
 5.72652 -5.78159  1.22575	 5.61816 -5.77997  1.22583
 6.12297 -6.99355 0.759315	 6.01404 -6.99076 0.759474
 4.92149 -5.51673  1.95654	4.81249 -5.5136 1.95576
 6.25803 -7.86217 0.385921	  6.1501 -7.86087 0.386346
 5.81978 -6.84101   1.9249	 5.71021 -6.83712  1.92422
 5.33234 -6.06682 0.626917	 5.22395 -6.06471 0.627075
 6.19485 -8.09914 0.986921	 6.08534 -8.09504 0.986871
 5.20274 -6.06563 0.937845	 5.09406 -6.06299 0.937783
 4.58795 -5.49529 0.943313	 4.47969 -5.49307  0.94319
 5.19871 -6.82983 0.392682	 5.09154 -6.82942 0.392922
 4.70623 -6.31949 0.666828	 4.59789 -6.31694 0.666776
 4.49751 -6.09985  1.51499	 4.38972 -6.09821  1.51478
 4.14898 -5.49206  1.31007	 4.04101 -5.49009  1.30979
 4.12127 -5.45459  1.50793	 4.01396 -5.45379  1.50789
 4.64636 -6.32866  1.29795	 4.53926 -6.32819  1.29806
  5.5599 -7.85133 0.113424	 5.45239 -7.85014 0.113656
 5.45288 -8.12425  1.82255	 5.34088 -8.11529  1.82076
 4.97211 -7.21286  1.40816	 4.86218 -7.20753  1.40731
   4.8129  -7.06594 0.0526125	   4.7055  -7.06481 0.0527836
 4.51936 -6.49683 0.546304	  4.4114  -6.4948 0.546302
 4.06281 -6.44392  1.00015	 3.95632 -6.44422  1.00028
 3.01659 -4.45921 0.245439	 2.90964 -4.45874 0.245475
