0	0	0
0.200426	0	0
0.40085	0	0
0.601274	0	0
0.801698	0	0
1.00244	0	0
1.20254	0	0
1.40263	0	0
1.60272	0	0
1.80282	0	0
2.00291	0	0
2.20353	0	0
2.40355	0	0
2.60358	0	0
2.8036	0	0
3.00362	0	0
3.20364	0	0
3.40319	0.0151316	0
3.56783	0.0638916	0
3.71949	0.144398	0
3.85213	0.253439	0
3.96045	0.386664	0
4.04013	0.538759	0
4.08799	0.703654	0
4.1131	0.902461	0
4.13633	1.10141	0
4.15956	1.30036	0
4.18278	1.4993	0
4.20601	1.69824	0
4.22923	1.89719	0
4.25246	2.09613	0
4.27568	2.29488	0
4.29899	2.49425	0
4.32229	2.69361	0
4.34559	2.89298	0
4.36889	3.09234	0
4.39219	3.29171	0
4.41549	3.49107	0
4.4388	3.69044	0
4.4621	3.8898	0
4.4854	4.08914	0
4.50852	4.28787	0
4.5317	4.48668	0
4.55499	4.68632	0
4.57828	4.88596	0
4.60157	5.08561	0
4.62486	5.28525	0
4.64815	5.48489	0
4.67144	5.68454	0
4.69473	5.88418	0
4.71802	6.08383	0
4.74151	6.28245	0
4.74851	6.30598	0
4.76005	6.32766	0
4.77566	6.3466	0
4.79473	6.36207	0
4.81648	6.37344	0
5.00854	6.43025	0
5.20087	6.48652	0
5.3932	6.54278	0
5.58554	6.59904	0
5.77787	6.6553	0
5.97009	6.71152	0
6.16217	6.76757	0
6.35426	6.82362	0
6.54634	6.87967	0
6.73843	6.93572	0
6.93051	6.99177	0
7.1226	7.04782	0
7.31468	7.10387	0
7.50677	7.15992	0
7.70234	7.20029	0
7.86376	7.19775	0
8.02148	7.16316	0
8.16916	7.0979	0
8.30092	7.00458	0
8.36985	6.93692	0
8.36985	6.93692	0
8.36985	6.93692	0
8.36985	6.93692	0
8.36985	6.93692	0
8.36985	6.93692	0
8.36985	6.93692	0
8.36985	6.93692	0
8.36985	6.93692	0
8.19876	6.83278	0
8.02767	6.72863	0
7.85645	6.62449	0
7.68521	6.52035	0
7.51424	6.41637	0
7.3431	6.31224	0
7.17196	6.20812	0
7.00082	6.10399	0
6.82967	5.99986	0
6.65853	5.89574	0
6.48765	5.79177	0
6.31629	5.6875	0
6.14492	5.58323	0
5.97355	5.47896	0
5.80219	5.37468	0
5.63082	5.27041	0
5.45945	5.16614	0
5.28809	5.06187	0
5.11672	4.9576	0
4.94535	4.85333	0
4.77399	4.74906	0
4.60262	4.64478	0
4.43125	4.54051	0
4.25989	4.43624	0
4.08858	4.33227	0
3.91695	4.22902	0
3.74476	4.12695	0
3.59645	4.06403	0
3.43859	4.03186	0
3.27748	4.03172	0
3.07943	4.06153	0
2.88162	4.0926	0
2.68397	4.12368	0
2.48603	4.15481	0
2.2881	4.18593	0
2.09016	4.21706	0
