0 0 0
    0.200426 -4.91434e-06  6.15089e-05
     0.40082 -5.99221e-06  2.09407e-05
    0.601222 -1.18179e-06  1.66308e-05
   0.801619  2.4835e-07 1.63285e-06
     1.00235  6.60789e-06 -1.30462e-05
     1.20242  5.67359e-06 -3.48402e-05
     1.40249  1.57377e-05 -4.51839e-05
     1.60255  2.13272e-05 -3.08557e-05
     1.80261  1.57119e-05 -1.98035e-05
     2.00268  1.86842e-05 -8.85354e-06
    2.20327 1.23568e-05  6.3468e-06
    2.40326 5.26991e-06 1.98914e-05
     2.60325 -6.20455e-06  3.52675e-05
     2.80324 -7.24084e-06  5.60048e-05
     3.00323 -1.59473e-05  8.14146e-05
    3.20322 -2.1358e-05 0.000102751
    3.40085   0.0350818 0.000132091
    3.55939    0.104186 0.000138723
    3.70098    0.203448 0.000172645
    3.82009    0.328979 0.000163169
   3.91189   0.475575 4.4405e-05
      3.9727     0.637522 -9.20193e-06
     4.00009     0.808375 -4.03169e-06
     4.01828      1.00823 -4.71894e-05
     4.04151      1.20716 -9.80264e-05
     4.06472      1.40609 -0.000134275
     4.08795      1.60502 -0.000154492
     4.11118      1.80394 -0.000154622
     4.13441      2.00286 -0.000140845
    4.15765     2.20177 -9.8333e-05
     4.18088      2.40048 -4.42535e-05
    4.20418     2.59981 2.60341e-05
    4.22746     2.79913 9.47772e-05
    4.25072     2.99846 0.000173265
    4.27403     3.19777 0.000254402
    4.29735     3.39707 0.000334793
    4.32065     3.59639 0.000412701
    4.34396      3.7957 0.000502599
    4.36726     3.99502 0.000569874
    4.39054     4.19429 0.000637363
    4.41366     4.39296 0.000724845
    4.43684     4.59171 0.000805888
    4.46012     4.79126 0.000913265
   4.48342    4.99086 0.00103452
    4.5067    5.19041 0.00113964
   4.52999    5.38996 0.00122995
   4.55326    5.58956 0.00131934
   4.57651    5.78916 0.00139603
    4.5998    5.98871 0.00149238
   4.62308    6.18826 0.00158508
   4.65428    6.38567 0.00164968
   4.68171    6.40307 0.00169329
   4.71203    6.41483 0.00161135
   4.74418    6.42024 0.00153238
   4.77684    6.41893 0.00156955
   4.80852    6.41119 0.00159856
   5.00401    6.45803 0.00158447
   5.19633     6.5143 0.00170424
   5.38865    6.57057 0.00176838
  5.58102   6.62688 0.0018258
   5.77334    6.68315 0.00186079
   5.96557    6.73937 0.00188846
    6.1577    6.79541 0.00191598
   6.34979    6.85144 0.00193748
   6.54192    6.90748 0.00197083
   6.73401    6.96356 0.00197335
   6.92614    7.01964 0.00197243
   7.11828    7.07572 0.00194154
   7.31041    7.13185 0.00189212
   7.50259    7.18798 0.00176522
   7.70224    7.20739 0.00165714
   7.86316     7.1835 0.00183753
   8.01638    7.12826 0.00186552
   8.1557   7.04404 0.0018782
   8.27532    6.93356 0.00188062
   8.33029    6.85205 0.00117067
   8.31209    6.84113 0.00206004
   8.29198    6.83301 0.00159162
   8.27071    6.82914 0.00185559
   8.24934    6.83008 0.00187925
   8.22857    6.83511 0.00207774
   8.20902    6.84407 0.00203604
   8.19199    6.85695 0.00207599
   8.17809    6.87305 0.00245049
   8.00289    6.77647 0.00240783
   7.83227    6.67289 0.00230101
   7.66155    6.56926 0.00218883
   7.49088    6.46559 0.00204768
  7.32044   6.36206 0.0019015
   7.14986    6.25843 0.00174693
   6.97928    6.15472 0.00157351
   6.80871      6.051 0.00132721
   6.63808    5.94728 0.00110977
    6.46732     5.84375 0.000947021
    6.29683     5.74026 0.000725685
    6.12593      5.6364 0.000515131
    5.95512      5.5324 0.000258187
     5.78435      5.42808 -0.000310882
     5.61373      5.32385 -0.000711417
     5.44324      5.21952 -0.000898708
    5.27285      5.1152 -0.00102144
    5.10251     5.01078 -0.00107212
    4.93221     4.90627 -0.00108648
      4.762     4.80148 -0.00139932
    4.59175      4.6965 -0.00187647
     4.4216     4.59131 -0.00216284
    4.25158     4.48597 -0.00227421
   4.08169    4.38043 -0.0022271
    3.91208     4.27547 -0.00227872
    3.74222     4.17115 -0.00206134
    3.57018     4.07091 -0.00191548
    3.41534     4.02558 -0.00168438
    3.25447     4.01131 -0.00190548
    3.09453     4.02748 -0.00371516
    2.89885     4.05869 -0.00384722
     2.7035      4.0854 -0.00339439
    2.50857     4.11224 -0.00342485
    2.31351      4.1392 -0.00286931
    2.11853     4.16591 -0.00260155
    1.92358     4.19297 -0.00193431
