    0.116026    -0.993246  -0.00010867      8.96089
    0.993246     0.116026  -0.00037547      5.14495
 0.000385543 -6.43777e-05            1 -9.48486e-05
           0            0            0            1

    0.116028    -0.993246 -0.000107921      9.01081
    0.993246     0.116028 -0.000386667      5.57217
 0.000396577 -6.23339e-05            1  5.57988e-05
           0            0            0            1

    0.116029    -0.993246 -0.000102623      9.06072
    0.993246     0.116029 -0.000397283      5.99938
 0.000406506 -5.58391e-05            1  0.000203136
           0            0            0            1

    0.116035    -0.993245 -9.86023e-05      9.11057
    0.993245     0.116035 -0.000403505       6.4266
 0.000412218  -5.1121e-05            1  0.000371359
           0            0            0            1

    0.116033    -0.993245 -9.75468e-05      9.16053
    0.993246     0.116033 -0.000402439      6.85377
 0.000411038  -5.0197e-05            1  0.000545259
           0            0            0            1

     0.11603    -0.993246 -9.77098e-05       9.2105
    0.993246      0.11603 -0.000401657      7.28095
 0.000410279 -5.04511e-05            1  0.000717562
           0            0            0            1

    0.116027    -0.993246 -9.56909e-05      9.26045
    0.993246     0.116027 -0.000404503      7.70815
 0.000412873 -4.81168e-05     0.999999  0.000884542
           0            0            0            1

    0.116025    -0.993246 -9.52943e-05       9.3104
    0.993246     0.116025 -0.000400157      8.13533
 0.000408509 -4.82281e-05     0.999999   0.00107722
           0            0            0            1

    0.116025    -0.993246 -9.52372e-05      9.36034
    0.993247     0.116025 -0.000406602      8.56252
 0.000414904 -4.74238e-05            1   0.00122141
           0            0            0            1

    0.116028    -0.993246 -9.56866e-05      9.41025
    0.993246     0.116028 -0.000414282      8.98963
 0.000422585 -4.69777e-05     0.999999   0.00136606
           0            0            0            1

    0.116032    -0.993245 -9.46651e-05      9.45979
    0.993246     0.116032 -0.000413426      9.41544
 0.000421616 -4.60609e-05     0.999999   0.00155356
           0            0            0            1

    0.116034    -0.993245 -9.42776e-05      9.50948
    0.993245     0.116034 -0.000414653      9.84142
 0.000422791 -4.55328e-05     0.999999   0.00172726
           0            0            0            1

    0.116037    -0.993245 -9.31445e-05      9.55938
    0.993245     0.116037 -0.000400756      10.2691
 0.000408857 -4.60186e-05     0.999999    0.0019574
           0            0            0            1

    0.116035    -0.993245 -9.15757e-05      9.60932
    0.993245     0.116035  -0.00037941      10.6969
 0.000387472  -4.6938e-05     0.999999   0.00221729
           0            0            0            1

    0.116037    -0.993245 -8.59708e-05      9.65922
    0.993245     0.116037 -0.000362752      11.1246
 0.000370277 -4.33035e-05     0.999999   0.00244259
           0            0            0            1

     0.11604    -0.993244 -8.16049e-05      9.70912
    0.993245      0.11604  -0.00035277      11.5523
 0.000359857 -4.01241e-05     0.999999   0.00263615
           0            0            0            1

    0.116044    -0.993244 -7.36093e-05      9.75899
    0.993244     0.116044 -0.000342442      11.9801
 0.000348671 -3.33794e-05     0.999999   0.00282775
           0            0            0            1

    0.116053    -0.993243 -6.67494e-05      9.80884
    0.993243     0.116053 -0.000334525      12.4079
 0.000340014 -2.74815e-05     0.999999   0.00299212
           0            0            0            1

    0.116058    -0.993242 -6.64446e-05      9.85875
    0.993243     0.116058 -0.000321963      12.8356
 0.000327501 -2.86348e-05     0.999999   0.00319861
           0            0            0            1

    0.116064    -0.993242 -6.52891e-05      9.90865
    0.993242     0.116064 -0.000309653      13.2633
 0.000315141 -2.89139e-05     0.999999   0.00339731
           0            0            0            1

    0.188192    -0.982132 -6.53239e-05      9.97552
    0.982132     0.188192  -0.00030716      13.6864
 0.000313968 -6.35699e-06     0.999999   0.00353575
           0            0            0            1

    0.379604    -0.925149 -5.78314e-05      10.0343
    0.925149     0.379604 -0.000283554      13.7237
 0.000284287  5.41314e-05     0.999999   0.00362922
           0            0            0            1

    0.555899    -0.831249 -6.44604e-05      10.0993
     0.83125     0.555899 -0.000326553      13.7489
 0.000307285  0.000127946     0.999999    0.0034536
           0            0            0            1

    0.709986    -0.704216 -0.000101467      10.1682
    0.704216     0.709986 -0.000364273      13.7605
 0.000328572  0.000187173     0.999999   0.00328435
           0            0            0            1

    0.835706    -0.549177  -0.00010262      10.2382
    0.549177     0.835706 -0.000327465      13.7577
 0.000265601  0.000217309     0.999999   0.00336401
           0            0            0            1

     0.92815    -0.372205 -7.89161e-05      10.3061
    0.372206      0.92815 -0.000297096      13.7411
 0.000183832   0.00024638     0.999999   0.00342619
           0            0            0            1

    0.959775     -0.28077 -5.88262e-05      10.7251
    0.280771     0.959775 -0.000284036      13.8415
 0.000136214  0.000256098     0.999999     0.003396
           0            0            0            1

    0.959769    -0.280789 -8.05304e-06      11.1373
    0.280789     0.959769 -0.000273034      13.9621
 8.43984e-05  0.000259792     0.999999   0.00365269
           0            0            0            1

    0.959761    -0.280818  2.80503e-05      11.5495
    0.280818     0.959761 -0.000261908      14.0827
  4.6632e-05   0.00025925     0.999999   0.00379016
           0            0            0            1

    0.959754    -0.280841  6.03544e-05      11.9618
    0.280842     0.959754 -0.000259567      14.2034
 1.49767e-05  0.000266075     0.999999   0.00391324
           0            0            0            1

    0.959745    -0.280872  8.55379e-05       12.374
    0.280873     0.959745 -0.000254371       14.324
-1.06447e-05   0.00026816     0.999999   0.00398823
           0            0            0            1

    0.959735    -0.280907  0.000108716       12.786
    0.280907     0.959735 -0.000251755      14.4445
 -3.3612e-05  0.000272161     0.999999   0.00404754
           0            0            0            1

    0.959722    -0.280951   0.00013135      13.1978
    0.280952     0.959722 -0.000239197      14.5646
-5.88524e-05  0.000266467     0.999999   0.00410652
           0            0            0            1

     0.95971    -0.280992  0.000150375      13.6095
    0.280993      0.95971 -0.000232548      14.6847
-7.89672e-05  0.000265435     0.999999   0.00415259
           0            0            0            1

    0.959696     -0.28104  0.000176633      14.0213
    0.281041     0.959696 -0.000225116      14.8048
-0.000106243  0.000265686     0.999999   0.00422407
           0            0            0            1

    0.959681    -0.281089   0.00019181       14.433
     0.28109     0.959681 -0.000218618       14.925
-0.000122622  0.000263722     0.999999   0.00422949
           0            0            0            1

    0.959668    -0.281137  0.000207261      14.8448
    0.281137     0.959667 -0.000210829      15.0452
-0.000139624  0.000260597     0.999999    0.0042275
           0            0            0            1

    0.959653    -0.281185  0.000206331      15.2566
    0.281185     0.959653  -0.00020632      15.1654
-0.000139988  0.000256015     0.999999   0.00416131
           0            0            0            1

    0.959641    -0.281227  0.000186173      15.6684
    0.281227     0.959641 -0.000212588      15.2857
 -0.00011887  0.000256367     0.999999   0.00405538
           0            0            0            1

    0.959631    -0.281261  0.000136264      16.0803
    0.281262     0.959631 -0.000236967       15.406
-6.41093e-05  0.000265729     0.999999   0.00378339
           0            0            0            1

    0.996387   -0.0849244  7.25538e-05      16.5082
    0.084925     0.996387 -0.000236692      15.4476
-5.21886e-05  0.000242001     0.999999   0.00355175
           0            0            0            1

    0.993383     0.114843  0.000223744      16.8531
   -0.114843     0.993383 -0.000173329      15.3964
-0.000242167  0.000146491     0.999999   0.00393837
           0            0            0            1

    0.950701     0.310106  0.000269133      17.1815
   -0.310105     0.950701 -0.000197789       15.278
  -0.0003172  0.000104582     0.999999   0.00399836
           0            0            0            1

    0.869952     0.493136  0.000287669      17.4801
   -0.493135     0.869952 -0.000278607      15.0975
-0.000387649  0.000100518     0.999999   0.00402555
           0            0            0            1

     0.75447     0.656334  0.000285931      17.7365
   -0.656333      0.75447 -0.000335816      14.8607
-0.000436134  6.57013e-05     0.999999   0.00403074
           0            0            0            1

    0.608383     0.793643 -0.000376856      17.8543
   -0.793643     0.608383 -0.000153129       14.686
 0.000107742  0.000392253     0.999999    0.0025091
           0            0            0            1

    0.438327     0.898815  0.000193743      17.8153
   -0.898814     0.438327 -0.000741847      14.6626
-0.000751708  0.000151035     0.999999   0.00441529
           0            0            0            1

    0.251069     0.967969 -7.15782e-05      17.7722
   -0.967968     0.251069 -0.000413597      14.6452
-0.000382381   0.00017313     0.999999   0.00341131
           0            0            0            1

   0.0537769     0.998552  -0.00012772      17.7266
   -0.998552    0.0537771 -0.000376587      14.6369
-0.000369176  0.000147789     0.999999   0.00397708
           0            0            0            1

   -0.145766     0.989318 -0.000292721      17.6808
   -0.989318    -0.145766 -0.000402204      14.6389
-0.000440579  0.000230968     0.999999   0.00402779
           0            0            0            1

   -0.339444     0.940625 -0.000432646      17.6363
   -0.940625    -0.339444 -0.000475143      14.6497
-0.000593793  0.000245675     0.999999   0.00445322
           0            0            0            1

   -0.519471     0.854487  -0.00030663      17.5944
   -0.854487    -0.519471 -0.000360555      14.6689
-0.000467378  7.47132e-05     0.999999   0.00436384
           0            0            0            1

   -0.678877     0.734251  -0.00029941      17.5579
   -0.734251    -0.678877 -0.000389657      14.6965
-0.000489369 -4.46871e-05     0.999999   0.00444946
           0            0            0            1

   -0.811272     0.584668 -0.000412743      17.5281
   -0.584668    -0.811272 -0.000594326       14.731
-0.000682331 -0.000240842     0.999999   0.00525213
           0            0            0            1

   -0.854184     0.519969 -0.000450091      17.1526
   -0.519969    -0.854184 -0.000632274       14.524
-0.000713223 -0.000306045     0.999999   0.00516071
           0            0            0            1

   -0.854046     0.520196 -0.000500665      16.7869
   -0.520196    -0.854046 -0.000579248       14.302
-0.000728913  -0.00023426     0.999999   0.00493175
           0            0            0            1

   -0.853902     0.520431 -0.000537203       16.421
   -0.520431    -0.853902 -0.000553514      14.0799
-0.000746784  -0.00019307     0.999999   0.00469132
           0            0            0            1

   -0.853749     0.520684 -0.000589857      16.0552
   -0.520684    -0.853748 -0.000506528      13.8577
 -0.00076733 -0.000125318     0.999999    0.0043888
           0            0            0            1

   -0.853579     0.520961 -0.000624308      15.6899
   -0.520962    -0.853579   -0.0004882      13.6358
-0.000787227 -9.14768e-05     0.999999   0.00407548
           0            0            0            1

   -0.853398     0.521259 -0.000685743      15.3243
   -0.521259    -0.853398 -0.000457232      13.4137
-0.000823546 -3.27513e-05     0.999999    0.0037442
           0            0            0            1

     -0.8532     0.521581 -0.000730914      14.9587
   -0.521582      -0.8532 -0.000421216      13.1914
-0.000843312  2.18505e-05     0.999999   0.00337251
           0            0            0            1

   -0.852985     0.521934  -0.00074022      14.5931
   -0.521934    -0.852984  -0.00036453      12.9691
-0.000821656  7.54094e-05     0.999999   0.00284461
           0            0            0            1

   -0.852746     0.522323 -0.000732897      14.2274
   -0.522323    -0.852746 -0.000312913      12.7468
-0.000788416  0.000115975     0.999999   0.00237858
           0            0            0            1

   -0.852471     0.522772 -0.000713016      13.8614
   -0.522772    -0.852471   -0.0002893      12.5249
-0.000759063  0.000126127     0.999999   0.00202975
           0            0            0            1

    -0.85218     0.523247 -0.000668632       13.496
   -0.523247     -0.85218 -0.000258652      12.3031
-0.000705132  0.000129443     0.999999   0.00155536
           0            0            0            1

   -0.851874     0.523745 -0.000598139      13.1297
   -0.523745    -0.851874 -0.000233465      12.0805
-0.000631814  0.000114391     0.999999   0.00110408
           0            0            0            1

   -0.851566     0.524246  -0.00054791      12.7636
   -0.524246    -0.851566 -0.000181835      11.8576
-0.000561907  0.000132397     0.999999  0.000553372
           0            0            0            1

   -0.851259     0.524745 -0.000414698      12.3976
   -0.524745    -0.851258  2.55123e-05       11.634
-0.000339627   0.00023933     0.999999 -0.000666313
           0            0            0            1

    -0.85093     0.525278 -0.000346027      12.0319
   -0.525278    -0.850929  0.000178047      11.4106
 -0.00020092  0.000333268     0.999999  -0.00152478
           0            0            0            1

   -0.850583     0.525838 -0.000335581      11.6665
   -0.525839    -0.850583  0.000282282       11.187
-0.000137004  0.000416568     0.999999   -0.0019262
           0            0            0            1

   -0.850215     0.526434 -0.000366183      11.3013
   -0.526434    -0.850215  0.000371297      10.9634
-0.000115871  0.000508456     0.999999  -0.00218926
           0            0            0            1

  -0.849822    0.527068 -0.00040675     10.9362
  -0.527068   -0.849822 0.000442305     10.7396
-0.00011254 0.000590268    0.999999 -0.00229788
          0           0           0           1

   -0.849405      0.52774 -0.000437129      10.5712
    -0.52774    -0.849404  0.000504702      10.5156
-0.000104947   0.00065939     0.999999  -0.00232865
           0            0            0            1

   -0.848974     0.528433 -0.000415214      10.2064
   -0.528433    -0.848973  0.000708069       10.291
 2.16623e-05  0.000820548     0.999999  -0.00299917
           0            0            0            1

   -0.848521      0.52916 -0.000262976       9.8415
   -0.529161     -0.84852  0.000975527       10.066
 0.000293071  0.000966915     0.999999  -0.00402183
           0            0            0            1

    -0.84804     0.529931 -0.000156531      9.47681
   -0.529931    -0.848039   0.00129332      9.84056
 0.000552631   0.00117974     0.999998  -0.00463562
           0            0            0            1

    -0.84753     0.530746 -5.97681e-05      9.11242
   -0.530746    -0.847528   0.00155446      9.61478
 0.000774368   0.00134917     0.999998  -0.00487432
           0            0            0            1

  -0.846988    0.531611 6.85095e-06     8.74829
   -0.53161   -0.846986  0.00181466     9.38858
  0.0009705  0.00153336    0.999998 -0.00477334
          0           0           0           1

   -0.847979     0.530029 -6.59504e-05      8.38476
   -0.530028    -0.847977   0.00210781      9.16362
  0.00106128   0.00182234     0.999997  -0.00488397
           0            0            0            1

   -0.849548      0.52751 -0.000263541      8.02071
   -0.527509    -0.849545   0.00243143      8.94003
  0.00105871   0.00220464     0.999996  -0.00441808
           0            0            0            1

   -0.868608     0.495497 -0.000368214      7.65197
   -0.495497    -0.868605   0.00260724      8.72519
  0.00097205   0.00244712     0.999996  -0.00410545
           0            0            0            1

   -0.949458     0.313891 -0.000520739       7.3201
   -0.313892    -0.949454   0.00283706      8.62803
 0.000396113   0.00285713     0.999995  -0.00361014
           0            0            0            1

  -0.992813    0.119671 4.74277e-05      6.9753
  -0.119671   -0.992809  0.00264028     8.59744
0.000363054  0.00261564    0.999996 -0.00408402
          0           0           0           1

 -0.996782 -0.0801325 0.00162433    6.63251
 0.0801358   -0.99678 0.00241159     8.6321
0.00142585   0.002534   0.999995 -0.0079627
         0          0          0          1

  -0.990736   -0.135775  0.00249566      6.2131
   0.135781   -0.990735  0.00247604       8.699
 0.00213635  0.00279197    0.999993 -0.00824574
          0           0           0           1

 -0.990852  -0.134917 0.00269918    5.79442
  0.134924  -0.990851 0.00271142    8.75623
0.00230866 0.00305081   0.999992 -0.0072752
         0          0          0          1

  -0.990989   -0.133908  0.00288761     5.37661
   0.133916   -0.990987  0.00292364     8.81376
 0.00247008    0.003284    0.999991 -0.00734049
          0           0           0           1

 -0.991146  -0.132742 0.00288361    4.95854
  0.132751  -0.991144 0.00317351    8.87155
0.00243681 0.00352822    0.99999 -0.0061498
         0          0          0          1

 -0.991314  -0.131479 0.00289801    4.54064
  0.131488  -0.991311 0.00350875     8.9288
 0.0024115 0.00385934   0.999989 -0.0055759
         0          0          0          1

 -0.991511  -0.129986 0.00281125     4.1228
  0.129996  -0.991506 0.00378321    8.98679
0.00229561 0.00411655   0.999988 -0.0041458
         0          0          0          1

