0 0 0
    0.429573 -1.05329e-05  0.000131832
    0.859077 -1.28431e-05  4.48822e-05
      1.2886 -2.53293e-06  3.56448e-05
    1.71811 5.32288e-07 3.49969e-06
     2.14833  1.41627e-05 -2.79619e-05
     2.57714  1.21602e-05 -7.46729e-05
     3.00595  3.37307e-05 -9.68427e-05
     3.43475  4.57105e-05 -6.61331e-05
     3.86354  3.36753e-05 -4.24448e-05
     4.29234  4.00459e-05 -1.89758e-05
    4.72227 2.64843e-05 1.36031e-05
     5.1509  1.1295e-05 4.26332e-05
     5.57955 -1.32982e-05  7.55888e-05
     6.00819 -1.55193e-05  0.000120035
     6.43683 -3.41799e-05  0.000174496
     6.86547 -4.57765e-05  0.000220226
   7.28905  0.0751909 0.00028311
    7.62885    0.223302 0.000297325
    7.93231     0.43605 0.000370031
    8.18759      0.7051 0.000349721
    8.38435      1.0193 9.51732e-05
     8.51468       1.3664 -1.97225e-05
      8.5734      1.73259 -8.64113e-06
     8.61238      2.16093 -0.000101141
   8.66216     2.5873 -0.0002101
     8.71191      3.01367 -0.000287791
      8.7617      3.44003 -0.000331123
     8.81149      3.86638 -0.000331401
     8.86129      4.29273 -0.000301872
      8.9111      4.71906 -0.000210757
     8.96089      5.14495 -9.48486e-05
    9.01081     5.57217 5.57988e-05
    9.06072     5.99938 0.000203136
    9.11057      6.4266 0.000371359
    9.16053     6.85377 0.000545259
     9.2105     7.28095 0.000717562
    9.26045     7.70815 0.000884542
    9.3104    8.13533 0.00107722
   9.36034    8.56252 0.00122141
   9.41025    8.98963 0.00136606
   9.45979    9.41544 0.00155356
   9.50948    9.84142 0.00172726
  9.55938   10.2691 0.0019574
   9.60932    10.6969 0.00221729
   9.65922    11.1246 0.00244259
   9.70912    11.5523 0.00263615
   9.75899    11.9801 0.00282775
   9.80884    12.4079 0.00299212
   9.85875    12.8356 0.00319861
   9.90865    13.2633 0.00339731
   9.97552    13.6864 0.00353575
   10.0343    13.7237 0.00362922
  10.0993   13.7489 0.0034536
   10.1682    13.7605 0.00328435
   10.2382    13.7577 0.00336401
   10.3061    13.7411 0.00342619
 10.7251  13.8415 0.003396
   11.1373    13.9621 0.00365269
   11.5495    14.0827 0.00379016
   11.9618    14.2034 0.00391324
    12.374     14.324 0.00398823
    12.786    14.4445 0.00404754
   13.1978    14.5646 0.00410652
   13.6095    14.6847 0.00415259
   14.0213    14.8048 0.00422407
    14.433     14.925 0.00422949
  14.8448   15.0452 0.0042275
   15.2566    15.1654 0.00416131
   15.6684    15.2857 0.00405538
   16.0803     15.406 0.00378339
   16.5082    15.4476 0.00355175
   16.8531    15.3964 0.00393837
   17.1815     15.278 0.00399836
   17.4801    15.0975 0.00402555
   17.7365    14.8607 0.00403074
  17.8543    14.686 0.0025091
   17.8153    14.6626 0.00441529
   17.7722    14.6452 0.00341131
   17.7266    14.6369 0.00397708
   17.6808    14.6389 0.00402779
   17.6363    14.6497 0.00445322
   17.5944    14.6689 0.00436384
   17.5579    14.6965 0.00444946
   17.5281     14.731 0.00525213
   17.1526     14.524 0.00516071
   16.7869     14.302 0.00493175
    16.421    14.0799 0.00469132
  16.0552   13.8577 0.0043888
   15.6899    13.6358 0.00407548
  15.3243   13.4137 0.0037442
   14.9587    13.1914 0.00337251
   14.5931    12.9691 0.00284461
   14.2274    12.7468 0.00237858
   13.8614    12.5249 0.00202975
    13.496    12.3031 0.00155536
   13.1297    12.0805 0.00110408
    12.7636     11.8576 0.000553372
     12.3976       11.634 -0.000666313
    12.0319     11.4106 -0.00152478
   11.6665     11.187 -0.0019262
    11.3013     10.9634 -0.00218926
    10.9362     10.7396 -0.00229788
    10.5712     10.5156 -0.00232865
    10.2064      10.291 -0.00299917
     9.8415      10.066 -0.00402183
    9.47681     9.84056 -0.00463562
    9.11242     9.61478 -0.00487432
    8.74829     9.38858 -0.00477334
    8.38476     9.16362 -0.00488397
    8.02071     8.94003 -0.00441808
    7.65197     8.72519 -0.00410545
     7.3201     8.62803 -0.00361014
     6.9753     8.59744 -0.00408402
   6.63251     8.6321 -0.0079627
     6.2131       8.699 -0.00824574
   5.79442    8.75623 -0.0072752
    5.37661     8.81376 -0.00734049
   4.95854    8.87155 -0.0061498
   4.54064     8.9288 -0.0055759
    4.1228    8.98679 -0.0041458
